id,game_id,player_id,player,player_position,team_name,team_city,points,assists,rebounds,steals,blocks,personal_foul,turnovers,field_goals_made,field_goals_attempted,date,salary
2848769,127502,140,Kevin Durant,F,Nets,Brooklyn,22,3,5,3,1,3,1,7,16,2020-12-22T00:00:00.000Z,40108950
2848775,127502,188,Jeff Green,F,Nets,Brooklyn,7,1,0,1,0,3,1,3,4,2020-12-22T00:00:00.000Z,2564753
2848770,127502,250,DeAndre Jordan,C,Nets,Brooklyn,4,1,11,1,1,2,3,2,3,2020-12-22T00:00:00.000Z,10375678
2848759,127502,115,Stephen Curry,G,Warriors,Golden State,20,10,4,2,0,1,3,7,21,2020-12-22T00:00:00.000Z,43006362
2848772,127502,228,Kyrie Irving,G,Nets,Brooklyn,26,4,4,0,0,3,1,10,16,2020-12-22T00:00:00.000Z,33722850
2848766,127502,468,Brad Wanamaker,G,Warriors,Golden State,3,3,1,0,0,2,1,0,2,2020-12-22T00:00:00.000Z,2250000
2848760,127502,36,Kent Bazemore,G,Warriors,Golden State,2,2,2,1,0,3,2,1,2,2020-12-22T00:00:00.000Z,2320044
2848771,127502,130,Spencer Dinwiddie,G,Nets,Brooklyn,9,4,5,0,0,1,3,2,6,2020-12-22T00:00:00.000Z,11454048
2848768,127502,197,Joe Harris,F-G,Nets,Brooklyn,10,2,7,0,1,2,2,4,8,2020-12-22T00:00:00.000Z,16071429
2848755,127502,475,Andrew Wiggins,F-G,Warriors,Golden State,13,1,2,0,1,4,4,4,16,2020-12-22T00:00:00.000Z,29542010
2848776,127502,244,Tyler Johnson,G,Nets,Brooklyn,0,0,1,1,0,0,0,0,1,2020-12-22T00:00:00.000Z,2028594
2848758,127502,360,Kelly Oubre Jr,F,Warriors,Golden State,6,2,7,1,2,1,3,3,14,2020-12-22T00:00:00.000Z,
2848757,127502,282,Kevon Looney,F,Warriors,Golden State,4,0,2,0,0,3,2,2,4,2020-12-22T00:00:00.000Z,4821429
2848761,127502,97,Marquese Chriss,F,Warriors,Golden State,9,1,8,0,0,2,0,4,10,2020-12-22T00:00:00.000Z,1824003
2848778,127502,277,Caris LeVert,G,Nets,Brooklyn,20,5,9,2,1,1,2,6,17,2020-12-22T00:00:00.000Z,16203704
2848781,127502,383,Taurean Prince,F,Nets,Brooklyn,1,0,1,1,1,1,0,0,1,2020-12-22T00:00:00.000Z,12250000
2848779,127502,288,Timothe LuwawuCabarrot,G-F,Nets,Brooklyn,5,0,2,0,0,2,1,2,6,2020-12-22T00:00:00.000Z,
2848762,127502,272,Damion Lee,G,Warriors,Golden State,3,2,7,0,0,0,0,1,2,2020-12-22T00:00:00.000Z,1762796
2848773,127502,9,Jarrett Allen,C,Nets,Brooklyn,8,2,7,1,2,0,2,2,3,2020-12-22T00:00:00.000Z,3909902
2848763,127502,666794,Mychal Mulder,G,Warriors,Golden State,8,0,1,0,0,0,0,3,3,2020-12-22T00:00:00.000Z,1517981
2848774,127502,69,Bruce Brown,G,Nets,Brooklyn,2,1,1,0,0,1,2,1,3,2020-12-22T00:00:00.000Z,1663861
2848782,127502,414,Landry Shamet,G,Nets,Brooklyn,6,0,1,1,0,3,2,1,4,2020-12-22T00:00:00.000Z,2090040
2848777,127502,264,Rodions Kurucs,F,Nets,Brooklyn,3,0,1,0,0,0,0,1,1,2020-12-22T00:00:00.000Z,1780152
2848765,127502,666925,Juan ToscanoAnderson,F,Warriors,Golden State,4,2,4,0,2,3,0,2,2,2020-12-22T00:00:00.000Z,943963
2848780,127502,3547169,Reggie Perry,F-C,Nets,Brooklyn,2,1,2,0,0,0,0,1,3,2020-12-22T00:00:00.000Z,489148
2848756,127502,666831,Eric Paschall,F,Warriors,Golden State,6,0,1,0,1,1,0,2,6,2020-12-22T00:00:00.000Z,1517981
2848764,127502,666848,Jordan Poole,G,Warriors,Golden State,2,3,2,0,0,2,2,1,4,2020-12-22T00:00:00.000Z,2063280
2848767,127502,3547240,James Wiseman,C,Warriors,Golden State,19,0,6,2,0,2,1,7,13,2020-12-22T00:00:00.000Z,8730240
2849301,127503,237,LeBron James,F,Lakers,Los Angeles,22,5,5,0,0,2,4,7,17,2020-12-22T00:00:00.000Z,39219566
2849299,127503,481,Lou Williams,G,Clippers,LA,11,3,2,0,0,2,1,4,9,2020-12-22T00:00:00.000Z,
2849308,127503,138,Jared Dudley,F,Lakers,Los Angeles,0,0,0,0,0,0,0,0,0,2020-12-22T00:00:00.000Z,2564753
2849303,127503,169,Marc Gasol,C,Lakers,Los Angeles,0,1,1,0,0,5,1,0,0,2020-12-22T00:00:00.000Z,2564753
2849289,127503,223,Serge Ibaka,F-C,Clippers,LA,15,0,6,0,1,3,1,5,7,2020-12-22T00:00:00.000Z,9258000
2849288,127503,33,Nicolas Batum,F-G,Clippers,LA,3,6,6,2,0,2,1,1,4,2020-12-22T00:00:00.000Z,11608231
2849291,127503,45,Patrick Beverley,G,Clippers,LA,10,3,6,0,0,4,2,4,9,2020-12-22T00:00:00.000Z,13333333
2849312,127503,301,Wesley Matthews,G-F,Lakers,Los Angeles,0,0,0,1,0,0,0,0,2,2020-12-22T00:00:00.000Z,3623000
2849290,127503,172,Paul George,F,Clippers,LA,33,3,6,1,0,3,5,13,18,2020-12-22T00:00:00.000Z,35450412
2849298,127503,365,Patrick Patterson,F,Clippers,LA,3,1,3,2,0,2,1,1,5,2020-12-22T00:00:00.000Z,3814771
2849314,127503,329,Markieff Morris,F,Lakers,Los Angeles,5,1,4,0,0,0,0,1,3,2020-12-22T00:00:00.000Z,2331593
2850337,127503,328,Marcus Morris,F,Clippers,LA,0,0,0,0,0,0,0,0,0,2020-12-22T00:00:00.000Z,14883721
2849287,127503,274,Kawhi Leonard,F,Clippers,LA,26,3,2,2,0,5,3,10,26,2020-12-22T00:00:00.000Z,34379100
2849293,127503,236,Reggie Jackson,G,Clippers,LA,0,0,1,0,0,1,0,0,3,2020-12-22T00:00:00.000Z,2331593
2849302,127503,117,Anthony Davis,F-C,Lakers,Los Angeles,18,2,7,0,0,1,4,8,15,2020-12-22T00:00:00.000Z,32742000
2849305,127503,409,Dennis Schroder,G,Lakers,Los Angeles,14,8,12,0,0,4,1,5,15,2020-12-22T00:00:00.000Z,
2849304,127503,81,Kentavious CaldwellPope,G,Lakers,Los Angeles,9,1,2,2,1,2,2,2,4,2020-12-22T00:00:00.000Z,12073020
2849309,127503,194,Montrezl Harrell,F-C,Lakers,Los Angeles,17,3,10,0,1,1,1,6,7,2020-12-22T00:00:00.000Z,9258000
2849307,127503,106,Quinn Cook,G,Lakers,Los Angeles,0,0,0,0,0,0,0,0,0,2020-12-22T00:00:00.000Z,1981649
2849300,127503,493,Ivica Zubac,C,Clippers,LA,11,1,6,1,1,4,1,4,5,2020-12-22T00:00:00.000Z,7000000
2849306,127503,89,Alex Caruso,G,Lakers,Los Angeles,3,1,2,0,0,0,3,1,5,2020-12-22T00:00:00.000Z,2750000
2849313,127503,308,Alfonzo McKinnie,F,Lakers,Los Angeles,0,0,0,0,0,0,0,0,0,2020-12-22T00:00:00.000Z,1762796
2849295,127503,254,Luke Kennard,G,Clippers,LA,4,2,2,2,1,3,1,2,6,2020-12-22T00:00:00.000Z,5273826
2849311,127503,265,Kyle Kuzma,F,Lakers,Los Angeles,15,0,1,0,0,2,2,6,11,2020-12-22T00:00:00.000Z,3562178
2850353,127503,16,Kostas Antetokounmpo,F,Lakers,Los Angeles,0,0,0,0,0,0,0,0,0,2020-12-22T00:00:00.000Z,449115
2849292,127503,666511,Amir Coffey,G,Clippers,LA,0,0,0,0,0,0,0,0,0,2020-12-22T00:00:00.000Z,578842
2849296,127503,666743,Terance Mann,G,Clippers,LA,0,0,0,0,0,0,0,0,1,2020-12-22T00:00:00.000Z,1517981
2849310,127503,666650,Talen HortonTucker,G,Lakers,Los Angeles,6,0,1,1,0,3,1,2,2,2020-12-22T00:00:00.000Z,1517981
2849294,127503,666692,Mfiondu Kabengele,F,Clippers,LA,0,0,0,0,0,0,0,0,0,2020-12-22T00:00:00.000Z,2432353
2850354,127503,666486,Devontae Cacok,F-C,Lakers,Los Angeles,0,0,0,0,0,0,0,0,0,2020-12-22T00:00:00.000Z,449115
2849297,127503,3547263,Daniel Oturu,C,Clippers,LA,0,0,0,0,0,0,0,0,0,2020-12-22T00:00:00.000Z,898310
2850338,127503,3547280,Jay Scrubb,G,Clippers,LA,0,0,0,0,0,0,0,0,0,2020-12-22T00:00:00.000Z,449115
3027036,127519,203,Udonis Haslem,F,Heat,Miami,0,0,0,0,0,0,0,0,0,2020-12-25T00:00:00.000Z,2564753
3027032,127519,224,Andre Iguodala,G-F,Heat,Miami,6,3,7,1,0,3,2,2,5,2020-12-25T00:00:00.000Z,15000000
3027016,127519,389,JJ Redick,G,Pelicans,New Orleans,8,0,2,1,0,6,1,1,7,2020-12-25T00:00:00.000Z,13013700
3027029,127519,136,Goran Dragic,G,Heat,Miami,18,9,2,4,0,1,3,6,11,2020-12-25T00:00:00.000Z,18000000
3027014,127519,51,Eric Bledsoe,G,Pelicans,New Orleans,5,6,2,1,0,2,5,2,10,2020-12-25T00:00:00.000Z,16875000
3027031,127519,59,Avery Bradley,G,Heat,Miami,12,4,2,2,0,2,2,4,7,2020-12-25T00:00:00.000Z,5635000
3027024,127519,79,Jimmy Butler,G-F,Heat,Miami,4,5,6,1,0,0,1,2,7,2020-12-25T00:00:00.000Z,34379100
3027026,127519,275,Meyers Leonard,F-C,Heat,Miami,9,1,2,0,0,5,1,3,5,2020-12-25T00:00:00.000Z,9400000
3027033,127519,193,Maurice Harkless,F,Heat,Miami,0,0,2,0,0,2,0,0,0,2020-12-25T00:00:00.000Z,
3027038,127519,358,Kelly Olynyk,F,Heat,Miami,0,0,0,0,0,0,0,0,0,2020-12-25T00:00:00.000Z,12819650
3027012,127519,3,Steven Adams,C,Pelicans,New Orleans,6,1,9,2,1,2,2,3,3,2020-12-25T00:00:00.000Z,29592695
3027020,127519,207,Willy Hernangomez,C,Pelicans,New Orleans,0,0,0,0,0,0,0,0,0,2020-12-25T00:00:00.000Z,1737145
3027010,127519,227,Brandon Ingram,F,Pelicans,New Orleans,28,3,2,0,0,0,4,7,17,2020-12-25T00:00:00.000Z,27285000
3027013,127519,27,Lonzo Ball,G,Pelicans,New Orleans,6,6,2,2,1,4,3,2,8,2020-12-25T00:00:00.000Z,11003782
3027025,127519,4,Bam Adebayo,C-F,Heat,Miami,17,2,4,2,1,2,3,5,9,2020-12-25T00:00:00.000Z,5115492
3027017,127519,202,Josh Hart,G,Pelicans,New Orleans,12,0,9,1,0,3,0,5,10,2020-12-25T00:00:00.000Z,3491159
3027023,127519,445,Sindarius Thornwell,G,Pelicans,New Orleans,0,0,0,0,0,0,0,0,0,2020-12-25T00:00:00.000Z,1235889
3027027,127519,397,Duncan Robinson,F,Heat,Miami,23,0,5,0,0,3,1,8,14,2020-12-25T00:00:00.000Z,1663861
3027037,127519,50927,Kendrick Nunn,G,Heat,Miami,0,0,0,0,0,0,0,0,0,2020-12-25T00:00:00.000Z,1663861
3027011,127519,666969,Zion Williamson,F,Pelicans,New Orleans,32,1,14,1,0,1,3,11,20,2020-12-25T00:00:00.000Z,10245480
3027018,127519,666626,Jaxson Hayes,C,Pelicans,New Orleans,0,1,1,0,0,0,1,0,1,2020-12-25T00:00:00.000Z,5105160
3027019,127519,666400,Nickeil AlexanderWalker,G,Pelicans,New Orleans,0,0,0,0,0,0,0,0,0,2020-12-25T00:00:00.000Z,3113160
3027028,127519,666633,Tyler Herro,G,Heat,Miami,11,3,2,1,0,1,3,3,10,2020-12-25T00:00:00.000Z,3822240
3027034,127519,666821,KZ Okpala,F,Heat,Miami,0,0,0,0,0,0,0,0,0,2020-12-25T00:00:00.000Z,1517981
3027035,127519,666894,Chris Silva,F,Heat,Miami,0,0,0,0,0,0,0,0,0,2020-12-25T00:00:00.000Z,1517981
3027015,127519,667302,Nicolo Melli,F,Pelicans,New Orleans,1,0,0,0,0,2,0,0,2,2020-12-25T00:00:00.000Z,3897436
3027030,127519,3547249,Precious Achiuwa,F,Heat,Miami,11,2,3,0,1,6,1,5,7,2020-12-25T00:00:00.000Z,2582160
3027021,127519,3547260,Kira Lewis Jr,G,Pelicans,New Orleans,0,0,0,0,0,0,0,0,0,2020-12-25T00:00:00.000Z,
3027022,127519,3547293,Naji Marshall,F,Pelicans,New Orleans,0,0,0,0,0,0,0,0,0,2020-12-25T00:00:00.000Z,538391
3027221,127526,472,Russell Westbrook,G,Wizards,Washington,15,12,15,2,0,3,5,6,19,2020-12-26T00:00:00.000Z,41358814
3027225,127526,284,Robin Lopez,C,Wizards,Washington,4,0,3,0,1,1,0,1,2,2020-12-26T00:00:00.000Z,7300000
3027223,127526,422,Ish Smith,G,Wizards,Washington,8,3,4,0,0,1,1,4,9,2020-12-26T00:00:00.000Z,
3027205,127526,460,Nikola Vucevic,C,Magic,Orlando,22,3,17,2,0,1,3,8,20,2020-12-26T00:00:00.000Z,26000000
3027224,127526,44,Davis Bertans,F,Wizards,Washington,9,1,1,1,0,1,0,3,11,2020-12-26T00:00:00.000Z,15000000
3027220,127526,37,Bradley Beal,G,Wizards,Washington,39,5,7,2,0,2,4,14,24,2020-12-26T00:00:00.000Z,28751774
3027209,127526,402,Terrence Ross,G-F,Magic,Orlando,25,1,2,2,0,0,2,9,14,2020-12-26T00:00:00.000Z,13500000
3027206,127526,160,Evan Fournier,G-F,Magic,Orlando,13,0,5,2,0,4,2,4,8,2020-12-26T00:00:00.000Z,17150000
3027212,127526,86,Michael CarterWilliams,G,Magic,Orlando,8,2,3,0,0,3,3,3,4,2020-12-26T00:00:00.000Z,3300000
3027226,127526,343,Raul Neto,G,Wizards,Washington,11,0,0,0,0,2,1,4,4,2020-12-26T00:00:00.000Z,1882867
3027210,127526,46,Khem Birch,C,Magic,Orlando,8,1,5,0,0,3,0,4,6,2020-12-26T00:00:00.000Z,3011499
3027204,127526,177,Aaron Gordon,F,Magic,Orlando,15,3,9,0,0,3,0,6,12,2020-12-26T00:00:00.000Z,18136364
3027207,127526,165,Markelle Fultz,G,Magic,Orlando,21,7,4,1,0,3,2,7,13,2020-12-26T00:00:00.000Z,12288697
3027229,127526,1358055,Anzejs Pasecniks,C,Wizards,Washington,0,0,0,0,0,0,0,0,0,2020-12-26T00:00:00.000Z,374297
3027203,127526,23,Dwayne Bacon,G-F,Magic,Orlando,6,1,1,1,0,1,1,2,3,2020-12-26T00:00:00.000Z,1678854
3027219,127526,74,Thomas Bryant,C,Wizards,Washington,19,1,5,0,0,2,0,8,11,2020-12-26T00:00:00.000Z,8333333
3027213,127526,28,Mo Bamba,C,Magic,Orlando,0,0,0,0,0,0,0,0,0,2020-12-26T00:00:00.000Z,5969040
3027222,127526,68,Troy Brown Jr,F,Wizards,Washington,0,1,3,0,0,2,1,0,5,2020-12-26T00:00:00.000Z,
3027227,127526,398,Jerome Robinson,G,Wizards,Washington,0,1,2,0,0,4,1,0,3,2020-12-26T00:00:00.000Z,3737520
3027230,127526,462,Moritz Wagner,C,Wizards,Washington,0,0,0,0,0,0,0,0,0,2020-12-26T00:00:00.000Z,2383915
3027217,127526,56,Isaac Bonga,G,Wizards,Washington,10,2,0,0,2,3,1,4,5,2020-12-26T00:00:00.000Z,1663861
3027215,127526,98,Gary Clark,F,Magic,Orlando,0,0,0,0,0,0,0,0,0,2020-12-26T00:00:00.000Z,2018458
3027208,127526,666818,Chuma Okeke,F,Magic,Orlando,3,2,3,0,0,1,0,1,4,2020-12-26T00:00:00.000Z,3121080
3027214,127526,666454,Jordan Bone,G,Magic,Orlando,0,0,0,0,0,0,0,0,0,2020-12-26T00:00:00.000Z,135350
3027218,127526,3547242,Deni Avdija,F,Wizards,Washington,5,2,3,0,0,4,0,2,2,2020-12-26T00:00:00.000Z,4469160
3027211,127526,3547251,Cole Anthony,G,Magic,Orlando,9,5,5,0,0,2,0,4,11,2020-12-26T00:00:00.000Z,3285120
3027216,127526,3547284,Karim Mane,G,Magic,Orlando,0,0,0,0,0,0,0,0,0,2020-12-26T00:00:00.000Z,344557
3027228,127526,3547302,Anthony Gill,F,Wizards,Washington,0,0,0,0,0,0,0,0,0,2020-12-26T00:00:00.000Z,898310
2850405,127504,306,JaVale McGee,C,Cavaliers,Cleveland,13,1,7,1,1,3,1,6,7,2020-12-23T00:00:00.000Z,4200000
2850383,127504,204,Gordon Hayward,F,Hornets,Charlotte,28,7,4,1,0,4,3,11,18,2020-12-23T00:00:00.000Z,28500000
2850389,127504,48,Bismack Biyombo,C,Hornets,Charlotte,11,0,4,0,1,1,2,5,5,2020-12-23T00:00:00.000Z,3500000
2850399,127504,137,Andre Drummond,C,Cavaliers,Cleveland,14,4,14,1,0,2,5,7,18,2020-12-23T00:00:00.000Z,28751774
2850385,127504,491,Cody Zeller,C,Hornets,Charlotte,6,0,3,3,1,1,1,3,6,2020-12-23T00:00:00.000Z,15415730
2850386,127504,403,Terry Rozier,G,Hornets,Charlotte,42,2,3,2,1,5,3,15,23,2020-12-23T00:00:00.000Z,18900000
2850398,127504,340,Larry Nance Jr,F,Cavaliers,Cleveland,13,8,13,3,2,4,2,5,9,2020-12-23T00:00:00.000Z,11709091
2850406,127504,359,Cedi Osman,F,Cavaliers,Cleveland,11,2,4,0,0,2,1,4,9,2020-12-23T00:00:00.000Z,8840580
2850404,127504,295,Thon Maker,F,Cavaliers,Cleveland,0,0,0,0,0,0,0,0,0,2020-12-23T00:00:00.000Z,1737145
2850395,127504,324,Malik Monk,G,Hornets,Charlotte,0,0,0,0,0,0,0,0,0,2020-12-23T00:00:00.000Z,5345687
2850403,127504,134,Damyean Dotson,G,Cavaliers,Cleveland,0,0,1,1,0,0,0,0,1,2020-12-23T00:00:00.000Z,2000000
2850390,127504,62,Miles Bridges,F,Hornets,Charlotte,6,1,6,1,0,1,0,3,10,2020-12-23T00:00:00.000Z,3934320
2850387,127504,180,Devonte Graham,G,Hornets,Charlotte,10,10,3,0,0,1,2,4,13,2020-12-23T00:00:00.000Z,1663861
2850392,127504,666747,Caleb Martin,F,Hornets,Charlotte,0,0,0,0,0,0,0,0,0,2020-12-23T00:00:00.000Z,1517981
2850393,127504,666748,Cody Martin,F,Hornets,Charlotte,5,4,5,0,0,1,0,2,3,2020-12-23T00:00:00.000Z,1517981
2850400,127504,413,Collin Sexton,G,Cavaliers,Cleveland,27,5,2,0,0,4,2,9,16,2020-12-23T00:00:00.000Z,4991880
2850384,127504,666950,PJ Washington,F,Hornets,Charlotte,4,2,2,0,1,1,0,1,5,2020-12-23T00:00:00.000Z,4023600
2850401,127504,666581,Darius Garland,G,Cavaliers,Cleveland,22,6,6,1,0,3,2,7,13,2020-12-23T00:00:00.000Z,6720720
2850394,127504,666762,Jalen McDaniels,F,Hornets,Charlotte,2,0,1,1,0,0,1,1,2,2020-12-23T00:00:00.000Z,1517981
2850409,127504,666971,Dylan Windler,G-F,Cavaliers,Cleveland,3,0,0,2,0,0,1,1,5,2020-12-23T00:00:00.000Z,2137440
2850402,127504,666453,Marques Bolden,C,Cavaliers,Cleveland,0,0,0,0,0,0,0,0,0,2020-12-23T00:00:00.000Z,449115
2850408,127504,666940,Dean Wade,F,Cavaliers,Cleveland,7,3,0,3,0,3,2,3,4,2020-12-23T00:00:00.000Z,1517981
2850388,127504,3547239,LaMelo Ball,G,Hornets,Charlotte,0,3,1,2,0,2,3,0,5,2020-12-23T00:00:00.000Z,7839960
2850397,127504,3547247,Isaac Okoro,F-G,Cavaliers,Cleveland,11,5,3,0,0,1,2,4,5,2020-12-23T00:00:00.000Z,6400920
2850391,127504,3547252,Vernon Carey Jr,F-C,Hornets,Charlotte,0,0,0,0,0,0,0,0,0,2020-12-23T00:00:00.000Z,
2850407,127504,3547279,Lamar Stevens,F,Cavaliers,Cleveland,0,0,0,0,0,0,0,0,0,2020-12-23T00:00:00.000Z,1000000
2850396,127504,3547282,Nick Richards,C,Hornets,Charlotte,0,0,0,0,0,0,0,0,0,2020-12-23T00:00:00.000Z,1000000
2851895,127512,401,Derrick Rose,G,Pistons,Detroit,15,6,1,2,1,1,1,7,13,2020-12-23T00:00:00.000Z,7682926
2851883,127512,189,Blake Griffin,F,Pistons,Detroit,15,2,7,0,0,2,2,6,13,2020-12-23T00:00:00.000Z,33900241
2851901,127512,404,Ricky Rubio,G,Timberwolves,Minnesota,3,3,1,2,0,3,1,1,4,2020-12-23T00:00:00.000Z,17000000
2851889,127512,144,Wayne Ellington,G,Pistons,Detroit,0,0,0,0,0,0,0,0,0,2020-12-23T00:00:00.000Z,3564753
2851903,127512,118,Ed Davis,C,Timberwolves,Minnesota,0,0,0,0,0,0,0,0,0,2020-12-23T00:00:00.000Z,5005350
2851884,127512,371,Mason Plumlee,F-C,Pistons,Detroit,14,6,8,0,0,4,0,7,8,2020-12-23T00:00:00.000Z,8000000
2851892,127512,307,Rodney McGruder,F-G,Pistons,Detroit,0,0,0,0,0,0,0,0,0,2020-12-23T00:00:00.000Z,5192307
2851882,127512,182,Jerami Grant,F,Pistons,Detroit,9,3,1,1,1,0,0,4,11,2020-12-23T00:00:00.000Z,19050000
2851894,127512,354,Jahlil Okafor,C,Pistons,Detroit,8,1,7,0,0,4,2,4,7,2020-12-23T00:00:00.000Z,1882867
2851885,127512,487,Delon Wright,G,Pistons,Detroit,5,4,2,1,0,0,1,2,5,2020-12-23T00:00:00.000Z,9000000
2851908,127512,405,DAngelo Russell,G,Timberwolves,Minnesota,18,4,5,1,0,2,2,7,16,2020-12-23T00:00:00.000Z,28649250
2851899,127512,447,KarlAnthony Towns,C,Timberwolves,Minnesota,22,7,11,1,2,4,4,6,10,2020-12-23T00:00:00.000Z,29467800
2851900,127512,38,Malik Beasley,G,Timberwolves,Minnesota,23,2,4,1,0,3,1,10,18,2020-12-23T00:00:00.000Z,13425895
2851898,127512,269,Jake Layman,F,Timberwolves,Minnesota,0,0,1,0,0,0,0,0,3,2020-12-23T00:00:00.000Z,3761085
2851905,127512,206,Juancho Hernangomez,F,Timberwolves,Minnesota,0,0,3,1,0,0,0,0,5,2020-12-23T00:00:00.000Z,
2851890,127512,234,Josh Jackson,F,Pistons,Detroit,19,2,6,1,0,5,2,8,14,2020-12-23T00:00:00.000Z,4767000
2851893,127512,338,Svi Mykhailiuk,G,Pistons,Detroit,3,1,2,0,0,1,0,1,8,2020-12-23T00:00:00.000Z,
2851897,127512,356,Josh Okogie,G,Timberwolves,Minnesota,12,2,4,0,0,3,2,4,9,2020-12-23T00:00:00.000Z,2651040
2851909,127512,457,Jarred Vanderbilt,F,Timberwolves,Minnesota,0,0,0,0,0,0,0,0,0,2020-12-23T00:00:00.000Z,1663861
2851902,127512,666523,Jarrett Culver,G,Timberwolves,Minnesota,10,2,10,0,0,0,0,3,6,2020-12-23T00:00:00.000Z,6104280
2851888,127512,666543,Sekou Doumbouya,F,Pistons,Detroit,6,1,9,0,0,1,0,3,8,2020-12-23T00:00:00.000Z,3449400
2851907,127512,667378,Naz Reid,F-C,Timberwolves,Minnesota,8,1,5,0,3,0,0,2,5,2020-12-23T00:00:00.000Z,1517981
2851904,127512,3547238,Anthony Edwards,G,Timberwolves,Minnesota,15,4,4,0,0,1,1,5,12,2020-12-23T00:00:00.000Z,9757440
2851886,127512,3547241,Killian Hayes,G,Pistons,Detroit,7,3,1,0,0,2,4,3,6,2020-12-23T00:00:00.000Z,5307120
2851887,127512,3547256,Saddiq Bey,F,Pistons,Detroit,0,0,0,0,0,0,0,0,0,2020-12-23T00:00:00.000Z,2689920
2851906,127512,3547259,Jaden McDaniels,F,Timberwolves,Minnesota,0,0,0,0,0,0,0,0,0,2020-12-23T00:00:00.000Z,1964760
2851896,127512,3547267,Isaiah Stewart,F-C,Pistons,Detroit,0,0,0,0,0,0,0,0,0,2020-12-23T00:00:00.000Z,3121080
2851891,127512,3547298,Saben Lee,G,Pistons,Detroit,0,0,0,0,0,0,0,0,0,2020-12-23T00:00:00.000Z,516836
3026975,127521,21,DJ Augustin,G,Bucks,Milwaukee,13,1,0,0,0,1,0,4,6,2020-12-25T00:00:00.000Z,6666667
3026968,127521,283,Brook Lopez,C,Bucks,Milwaukee,8,0,4,0,1,1,2,3,6,2020-12-25T00:00:00.000Z,12697675
3026957,127521,115,Stephen Curry,G,Warriors,Golden State,19,6,4,1,0,2,2,6,17,2020-12-25T00:00:00.000Z,43006362
3026970,127521,214,Jrue Holiday,G,Bucks,Milwaukee,12,6,4,0,1,1,3,6,9,2020-12-25T00:00:00.000Z,27026011
3026964,127521,468,Brad Wanamaker,G,Warriors,Golden State,11,2,1,1,0,3,0,4,7,2020-12-25T00:00:00.000Z,2250000
3026966,127521,315,Khris Middleton,F,Bucks,Milwaukee,31,5,4,2,0,2,2,10,15,2020-12-25T00:00:00.000Z,33051724
3026965,127521,36,Kent Bazemore,G,Warriors,Golden State,0,1,0,0,0,1,0,0,2,2020-12-25T00:00:00.000Z,2320044
3026967,127521,15,Giannis Antetokounmpo,F,Bucks,Milwaukee,15,4,13,0,0,2,2,4,14,2020-12-25T00:00:00.000Z,27528088
3026978,127521,2148,Thanasis Antetokounmpo,,Bucks,Milwaukee,4,1,0,0,0,1,1,2,2,2020-12-25T00:00:00.000Z,1701593
3026953,127521,475,Andrew Wiggins,F-G,Warriors,Golden State,12,0,6,1,0,3,1,6,18,2020-12-25T00:00:00.000Z,29542010
3026956,127521,360,Kelly Oubre Jr,F,Warriors,Golden State,3,1,5,1,0,3,2,1,10,2020-12-25T00:00:00.000Z,
3026971,127521,377,Bobby Portis,F,Bucks,Milwaukee,10,2,12,1,1,1,1,5,9,2020-12-25T00:00:00.000Z,3623000
3026963,127521,282,Kevon Looney,F,Warriors,Golden State,2,0,3,0,0,1,0,1,3,2020-12-25T00:00:00.000Z,4821429
3026972,127521,105,Pat Connaughton,G,Bucks,Milwaukee,2,2,7,0,0,0,0,1,3,2020-12-25T00:00:00.000Z,4938273
3026959,127521,97,Marquese Chriss,F,Warriors,Golden State,4,1,5,0,2,1,2,1,4,2020-12-25T00:00:00.000Z,1824003
3026958,127521,272,Damion Lee,G,Warriors,Golden State,9,1,2,0,0,0,1,2,4,2020-12-25T00:00:00.000Z,1762796
3026974,127521,159,Bryn Forbes,G,Bucks,Milwaukee,8,0,0,0,0,1,0,3,5,2020-12-25T00:00:00.000Z,2337145
3026973,127521,484,DJ Wilson,F,Bucks,Milwaukee,9,0,4,0,1,2,1,3,4,2020-12-25T00:00:00.000Z,4548280
3026976,127521,110,Torrey Craig,F,Bucks,Milwaukee,0,0,4,0,0,2,1,0,1,2020-12-25T00:00:00.000Z,1678854
3026960,127521,666794,Mychal Mulder,G,Warriors,Golden State,3,0,3,0,1,0,0,1,4,2020-12-25T00:00:00.000Z,1517981
3026969,127521,131,Donte DiVincenzo,G,Bucks,Milwaukee,13,0,4,2,0,1,2,5,8,2020-12-25T00:00:00.000Z,3044160
3026980,127521,2,Jaylen Adams,G,Bucks,Milwaukee,0,0,0,0,0,0,0,0,0,2020-12-25T00:00:00.000Z,449115
3026961,127521,666925,Juan ToscanoAnderson,F,Warriors,Golden State,0,1,3,0,0,1,0,0,0,2020-12-25T00:00:00.000Z,943963
3026977,127521,3547207,Jordan Nwora,F,Bucks,Milwaukee,7,0,1,0,0,2,1,2,6,2020-12-25T00:00:00.000Z,898310
3026954,127521,666831,Eric Paschall,F,Warriors,Golden State,7,1,2,1,0,2,1,3,8,2020-12-25T00:00:00.000Z,1517981
3026962,127521,666848,Jordan Poole,G,Warriors,Golden State,11,0,1,0,0,1,0,4,11,2020-12-25T00:00:00.000Z,2063280
3026955,127521,3547240,James Wiseman,C,Warriors,Golden State,18,0,8,0,3,4,2,5,11,2020-12-25T00:00:00.000Z,8730240
