"","COD","NOMBRE","TRIM","codigo"
"690",47707,"SANTA ANA (MAGDALENA)","SA","47707SA"
"691",47720,"SANTA BARBARA DE PINTO (MAGDALENA)","SA","47720SA"
"692",47745,"SITIONUEVO","SI","47745SI"
"693",47798,"TENERIFE","TE","47798TE"
"694",47960,"ZAPAYAN","ZA","47960ZA"
"695",47980,"ZONA BANANERA","ZO","47980ZO"
"696",50001,"VILLAVICENCIO","VI","50001VI"
"697",50006,"ACACIAS","AC","50006AC"
"698",50110,"BARRANCA DE UPIA","BA","50110BA"
"699",50124,"CABUYARO","CA","50124CA"
"700",50150,"CASTILLA LA NUEVA","CA","50150CA"
"701",50223,"CUBARRAL","CU","50223CU"
"702",50226,"CUMARAL","CU","50226CU"
"703",50245,"EL CALVARIO","EL","50245EL"
"704",50251,"EL CASTILLO","EL","50251EL"
"705",50270,"EL DORADO","EL","50270EL"
"706",50287,"FUENTE DE ORO","FU","50287FU"
"707",50313,"GRANADA (META)","GR","50313GR"
"708",50318,"GUAMAL (META)","GU","50318GU"
"709",50325,"MAPIRIPAN","MA","50325MA"
"710",50330,"MESETAS","ME","50330ME"
"711",50350,"LA MACARENA","LA","50350LA"
"712",50370,"LA URIBE","LA","50370LA"
"713",50400,"LEJANIAS","LE","50400LE"
"714",50450,"PUERTO CONCORDIA","PU","50450PU"
"715",50568,"PUERTO GAITAN","PU","50568PU"
"716",50573,"PUERTO LOPEZ","PU","50573PU"
"717",50577,"PUERTO LLERAS","PU","50577PU"
"718",50590,"PUERTO RICO (META)","PU","50590PU"
"719",50606,"RESTREPO (META)","RE","50606RE"
"720",50680,"SAN CARLOS DE GUAROA","SA","50680SA"
"721",50683,"SAN JUAN DE ARAMA","SA","50683SA"
"722",50686,"SAN JUANITO","SA","50686SA"
"723",50689,"SAN MARTIN (META)","SA","50689SA"
"724",50711,"VISTAHERMOSA","VI","50711VI"
"725",52001,"PASTO","PA","52001PA"
"726",52019,"ALBAN (NARIÑO)","AL","52019AL"
"727",52022,"ALDANA","AL","52022AL"
"728",52036,"ANCUYA","AN","52036AN"
"729",52051,"ARBOLEDA (NARIÑO)","AR","52051AR"
"730",52079,"BARBACOAS","BA","52079BA"
"731",52083,"BELEN (NARIÑO)","BE","52083BE"
"732",52110,"BUESACO","BU","52110BU"
"733",52203,"COLON - GENOVA (NARIÑO)","CO","52203CO"
"734",52207,"CONSACA","CO","52207CO"
"735",52210,"CONTADERO","CO","52210CO"
"736",52215,"CORDOBA (NARIÑO)","CO","52215CO"
"737",52224,"CUASPUD","CU","52224CU"
"738",52227,"CUMBAL","CU","52227CU"
"739",52233,"CUMBITARA","CU","52233CU"
"740",52240,"CHACHAGUI","CH","52240CH"
"741",52250,"EL CHARCO","EL","52250EL"
"742",52254,"EL PEÑOL (NARIÑO)","EL","52254EL"
"743",52256,"EL ROSARIO","EL","52256EL"
"744",52258,"EL TABLON DE GOMEZ","EL","52258EL"
"745",52260,"EL TAMBO (NARIÑO)","EL","52260EL"
"746",52287,"FUNES","FU","52287FU"
"747",52317,"GUACHUCAL","GU","52317GU"
"748",52320,"GUAITARILLA","GU","52320GU"
"749",52323,"GUALMATAN","GU","52323GU"
"750",52352,"ILES","IL","52352IL"
"751",52354,"IMUES","IM","52354IM"
"752",52356,"IPIALES","IP","52356IP"
"753",52378,"LA CRUZ","LA","52378LA"
"754",52381,"LA FLORIDA","LA","52381LA"
"755",52385,"LA LLANADA","LA","52385LA"
"756",52390,"LA TOLA","LA","52390LA"
"757",52399,"LA UNION (NARIÑO)","LA","52399LA"
"758",52405,"LEIVA","LE","52405LE"
"759",52411,"LINARES","LI","52411LI"
"760",52418,"LOS ANDES","LO","52418LO"
"761",52427,"MAGUI","MA","52427MA"
"762",52435,"MALLAMA","MA","52435MA"
"763",52473,"MOSQUERA (NARIÑO)","MO","52473MO"
"764",52480,"NARIÑO","NA","52480NA"
"765",52490,"OLAYA HERRERA","OL","52490OL"
"766",52506,"OSPINA","OS","52506OS"
"767",52520,"FRANCISCO PIZARRO","FR","52520FR"
"768",52540,"POLICARPA","PO","52540PO"
"769",52560,"POTOSI","PO","52560PO"
"770",52565,"PROVIDENCIA (NARIÑO)","PR","52565PR"
"771",52573,"PUERRES","PU","52573PU"
"772",52585,"PUPIALES","PU","52585PU"
"773",52612,"RICAURTE (NARIÑO)","RI","52612RI"
"774",52621,"ROBERTO PAYAN","RO","52621RO"
"775",52678,"SAMANIEGO","SA","52678SA"
"776",52683,"SANDONA","SA","52683SA"
"777",52685,"SAN BERNARDO (NARIÑO)","SA","52685SA"
"778",52687,"SAN LORENZO","SA","52687SA"
"779",52693,"SAN PABLO (NARIÑO)","SA","52693SA"
"780",52694,"SAN PEDRO DE CARTAGO (NARIÑO)","SA","52694SA"
"781",52696,"SANTA BARBARA (NARIÑO)","SA","52696SA"
"782",52699,"SANTACRUZ","SA","52699SA"
"783",52720,"SAPUYES","SA","52720SA"
"784",52786,"TAMINANGO","TA","52786TA"
"785",52788,"TANGUA","TA","52788TA"
"786",52835,"TUMACO","TU","52835TU"
"787",52838,"TUQUERRES","TU","52838TU"
"788",52885,"YACUANQUER","YA","52885YA"
"789",54001,"CUCUTA","CU","54001CU"
"790",54003,"ABREGO","AB","54003AB"
"791",54051,"ARBOLEDAS (NORTE SANTANDER)","AR","54051AR"
"792",54099,"BOCHALEMA","BO","54099BO"
"793",54109,"BUCARASICA","BU","54109BU"
"794",54125,"CACOTA","CA","54125CA"
"795",54128,"CACHIRA","CA","54128CA"
"796",54172,"CHINACOTA","CH","54172CH"
"797",54174,"CHITAGA","CH","54174CH"
"798",54206,"CONVENCION","CO","54206CO"
"799",54223,"CUCUTILLA","CU","54223CU"
"800",54239,"DURANIA","DU","54239DU"
"801",54245,"EL CARMEN (NORTE SANTANDER)","EL","54245EL"
"802",54250,"EL TARRA","EL","54250EL"
"803",54261,"EL ZULIA","EL","54261EL"
"804",54313,"GRAMALOTE","GR","54313GR"
"805",54344,"HACARI","HA","54344HA"
"806",54347,"HERRAN","HE","54347HE"
"807",54377,"LABATECA","LA","54377LA"
"808",54385,"LA ESPERANZA","LA","54385LA"
"809",54398,"LA PLAYA","LA","54398LA"
"810",54405,"LOS PATIOS","LO","54405LO"
"811",54418,"LOURDES","LO","54418LO"
"812",54480,"MUTISCUA","MU","54480MU"
"813",54498,"OCAÑA","OC","54498OC"
"814",54518,"PAMPLONA","PA","54518PA"
"815",54520,"PAMPLONITA","PA","54520PA"
"816",54553,"PUERTO SANTANDER (NORTE SANTANDER)","PU","54553PU"
"817",54599,"RAGONVALIA","RA","54599RA"
"818",54660,"SALAZAR","SA","54660SA"
"819",54670,"SAN CALIXTO","SA","54670SA"
"820",54673,"SAN CAYETANO (NORTE DE SANTANDER)","SA","54673SA"
"821",54680,"SANTIAGO (NORTE SANTANDER)","SA","54680SA"
"822",54720,"SARDINATA","SA","54720SA"
"823",54743,"SILOS","SI","54743SI"
"824",54800,"TEORAMA","TE","54800TE"
"825",54810,"TIBU","TI","54810TI"
"826",54820,"TOLEDO (NORTE SANTANDER)","TO","54820TO"
"827",54871,"VILLA CARO","VI","54871VI"
"828",54874,"VILLA DEL ROSARIO","VI","54874VI"
"829",63001,"ARMENIA (QUINDIO)","AR","63001AR"
"830",63111,"BUENAVISTA (QUINDIO)","BU","63111BU"
"831",63130,"CALARCA","CA","63130CA"
"832",63190,"CIRCASIA","CI","63190CI"
"833",63212,"CORDOBA (QUINDIO)","CO","63212CO"
"834",63272,"FILANDIA","FI","63272FI"
"835",63302,"GENOVA","GE","63302GE"
"836",63401,"LA TEBAIDA","LA","63401LA"
"837",63470,"MONTENEGRO","MO","63470MO"
"838",63548,"PIJAO","PI","63548PI"
"839",63594,"QUIMBAYA","QU","63594QU"
"840",63690,"SALENTO","SA","63690SA"
"841",66001,"PEREIRA","PE","66001PE"
"842",66045,"APIA","AP","66045AP"
"843",66075,"BALBOA (RISARALDA)","BA","66075BA"
"844",66088,"BELEN DE UMBRIA","BE","66088BE"
"845",66170,"DOS QUEBRADAS","DO","66170DO"
"846",66318,"GUATICA","GU","66318GU"
"847",66383,"LA CELIA","LA","66383LA"
"848",66400,"LA VIRGINIA","LA","66400LA"
"849",66440,"MARSELLA","MA","66440MA"
"850",66456,"MISTRATO","MI","66456MI"
"851",66572,"PUEBLO RICO (RISARALDA)","PU","66572PU"
"852",66594,"QUINCHIA","QU","66594QU"
"853",66682,"SANTA ROSA DE CABAL","SA","66682SA"
"854",66687,"SANTUARIO (RISARALDA)","SA","66687SA"
"855",68001,"BUCARAMANGA","BU","68001BU"
"856",68013,"AGUADA (SANTANDER)","AG","68013AG"
"857",68020,"ALBANIA (SANTANDER)","AL","68020AL"
"858",68051,"ARATOCA","AR","68051AR"
"859",68077,"BARBOSA (SANTANDER)","BA","68077BA"
"860",68079,"BARICHARA","BA","68079BA"
"861",68081,"BARRANCABERMEJA","BA","68081BA"
"862",68092,"BETULIA (SANTANDER)","BE","68092BE"
"863",68101,"BOLIVAR (SANTANDER)","BO","68101BO"
"864",68121,"CABRERA (SANTANDER)","CA","68121CA"
"865",68132,"CALIFORNIA","CA","68132CA"
"866",68147,"CAPITANEJO","CA","68147CA"
"867",68152,"CARCASI","CA","68152CA"
"868",68160,"CEPITA","CE","68160CE"
"869",68162,"CERRITO (SANTANDER)","CE","68162CE"
"870",68167,"CHARALA","CH","68167CH"
"871",68169,"CHARTA","CH","68169CH"
"872",68176,"CHIMA (SANTANDER)","CH","68176CH"
"873",68179,"CHIPATA","CH","68179CH"
"874",68190,"CIMITARRA","CI","68190CI"
"875",68207,"CONCEPCION (SANTANDER)","CO","68207CO"
"876",68209,"CONFINES","CO","68209CO"
"877",68211,"CONTRATACION","CO","68211CO"
"878",68217,"COROMORO","CO","68217CO"
"879",68229,"CURITI","CU","68229CU"
"880",68235,"EL CARMEN DE CHUCURI","EL","68235EL"
"881",68245,"EL GUACAMAYO","EL","68245EL"
"882",68250,"EL PEÑON (SANTANDER)","EL","68250EL"
"883",68255,"EL PLAYON","EL","68255EL"
"884",68264,"ENCINO","EN","68264EN"
"885",68266,"ENCISO","EN","68266EN"
"886",68271,"FLORIAN","FL","68271FL"
"887",68276,"FLORIDABLANCA","FL","68276FL"
"888",68296,"GALAN","GA","68296GA"
"889",68298,"GAMBITA","GA","68298GA"
"890",68307,"GIRON","GI","68307GI"
"891",68318,"GUACA","GU","68318GU"
"892",68320,"GUADALUPE (SANTANDER)","GU","68320GU"
"893",68322,"GUAPOTA","GU","68322GU"
"894",68324,"GUAVATA","GU","68324GU"
"895",68327,"GUEPSA","GU","68327GU"
"896",68344,"HATO","HA","68344HA"
"897",68368,"JESUS MARIA","JE","68368JE"
"898",68370,"JORDAN","JO","68370JO"
"899",68377,"LA BELLEZA","LA","68377LA"
"900",68385,"LANDAZURI","LA","68385LA"
"901",68397,"LA PAZ (SANTANDER)","LA","68397LA"
"902",68406,"LEBRIJA","LE","68406LE"
"903",68418,"LOS SANTOS","LO","68418LO"
"904",68425,"MACARAVITA","MA","68425MA"
"905",68432,"MALAGA","MA","68432MA"
"906",68444,"MATANZA","MA","68444MA"
"907",68464,"MOGOTES","MO","68464MO"
"908",68468,"MOLAGAVITA","MO","68468MO"
"909",68498,"OCAMONTE","OC","68498OC"
"910",68500,"OIBA","OI","68500OI"
"911",68502,"ONZAGA","ON","68502ON"
"912",68522,"PALMAR","PA","68522PA"
"913",68524,"PALMAS DEL SOCORRO","PA","68524PA"
"914",68533,"PARAMO","PA","68533PA"
"915",68547,"PIEDECUESTA","PI","68547PI"
"916",68549,"PINCHOTE","PI","68549PI"
"917",68572,"PUENTE NACIONAL","PU","68572PU"
"918",68573,"PUERTO PARRA","PU","68573PU"
"919",68575,"PUERTO WILCHES","PU","68575PU"
"920",68615,"RIONEGRO (SANTANDER)","RI","68615RI"
"921",68655,"SABANA DE TORRES","SA","68655SA"
"922",68669,"SAN ANDRES (SANTANDER)","SA","68669SA"
"923",68673,"SAN BENITO (SANTANDER)","SA","68673SA"
"924",68679,"SAN GIL","SA","68679SA"
"925",68682,"SAN JOAQUIN","SA","68682SA"
"926",68684,"SAN JOSE DE MIRANDA (SANTANDER)","SA","68684SA"
"927",68686,"SAN MIGUEL (SANTANDER)","SA","68686SA"
"928",68689,"SAN VICENTE DE CHUCURI (SANTANDER)","SA","68689SA"
"929",68705,"SANTA BARBARA (SANTANDER)","SA","68705SA"
"930",68720,"SANTA HELENA DEL OPON","SA","68720SA"
"931",68745,"SIMACOTA","SI","68745SI"
"932",68755,"SOCORRO","SO","68755SO"
"933",68770,"SUAITA","SU","68770SU"
"934",68773,"SUCRE (SANTANDER)","SU","68773SU"
"935",68780,"SURATA","SU","68780SU"
"936",68820,"TONA","TO","68820TO"
"937",68855,"VALLE DE SAN JOSE","VA","68855VA"
"938",68861,"VELEZ","VE","68861VE"
"939",68867,"VETAS","VE","68867VE"
"940",68872,"VILLANUEVA (SANTANDER)","VI","68872VI"
"941",68895,"ZAPATOCA","ZA","68895ZA"
"942",70001,"SINCELEJO","SI","70001SI"
"943",70110,"BUENAVISTA (SUCRE)","BU","70110BU"
"944",70124,"CAIMITO","CA","70124CA"
"945",70204,"COLOSO","CO","70204CO"
"946",70215,"COROZAL","CO","70215CO"
"947",70221,"COVEÑAS","CO","70221CO"
"948",70230,"CHALAN","CH","70230CH"
"949",70233,"EL ROBLE","EL","70233EL"
"950",70235,"GALERAS","GA","70235GA"
"951",70265,"GUARANDA","GU","70265GU"
"952",70400,"LA UNION (SUCRE)","LA","70400LA"
"953",70418,"LOS PALMITOS","LO","70418LO"
"954",70429,"MAJAGUAL","MA","70429MA"
"955",70473,"MORROA","MO","70473MO"
"956",70508,"OVEJAS","OV","70508OV"
"957",70523,"PALMITO","PA","70523PA"
"958",70670,"SAMPUES","SA","70670SA"
"959",70678,"SAN BENITO ABAD (SUCRE)","SA","70678SA"
"960",70702,"SAN JUAN DE BETULIA (SUCRE)","SA","70702SA"
"961",70708,"SAN MARCOS","SA","70708SA"
"962",70713,"SAN ONOFRE","SA","70713SA"
"963",70717,"SAN PEDRO (SUCRE)","SA","70717SA"
"964",70742,"SINCE","SI","70742SI"
"965",70771,"SUCRE (SUCRE)","SU","70771SU"
"966",70820,"TOLU","TO","70820TO"
"967",70823,"TOLUVIEJO","TO","70823TO"
"968",73001,"IBAGUE","IB","73001IB"
"969",73024,"ALPUJARRA","AL","73024AL"
"970",73026,"ALVARADO","AL","73026AL"
"971",73030,"AMBALEMA","AM","73030AM"
"972",73043,"ANZOATEGUI","AN","73043AN"
"973",73055,"ARMERO - GUAYABAL","AR","73055AR"
"974",73067,"ATACO","AT","73067AT"
"975",73124,"CAJAMARCA","CA","73124CA"
"976",73148,"CARMEN DE APICALA","CA","73148CA"
"977",73152,"CASABIANCA","CA","73152CA"
"978",73168,"CHAPARRAL","CH","73168CH"
"979",73200,"COELLO","CO","73200CO"
"980",73217,"COYAIMA","CO","73217CO"
"981",73226,"CUNDAY","CU","73226CU"
"982",73236,"DOLORES","DO","73236DO"
"983",73268,"ESPINAL","ES","73268ES"
"984",73270,"FALAN","FA","73270FA"
"985",73275,"FLANDES","FL","73275FL"
"986",73283,"FRESNO","FR","73283FR"
"987",73319,"GUAMO","GU","73319GU"
"988",73347,"HERVEO","HE","73347HE"
"989",73349,"HONDA","HO","73349HO"
"990",73352,"ICONONZO","IC","73352IC"
"991",73408,"LERIDA","LE","73408LE"
"992",73411,"LIBANO","LI","73411LI"
"993",73443,"MARIQUITA","MA","73443MA"
"994",73449,"MELGAR","ME","73449ME"
"995",73461,"MURILLO","MU","73461MU"
"996",73483,"NATAGAIMA","NA","73483NA"
"997",73504,"ORTEGA","OR","73504OR"
"998",73520,"PALOCABILDO","PA","73520PA"
"999",73547,"PIEDRAS","PI","73547PI"
"1000",73555,"PLANADAS","PL","73555PL"
"1001",73563,"PRADO","PR","73563PR"
"1002",73585,"PURIFICACION","PU","73585PU"
"1003",73616,"RIOBLANCO","RI","73616RI"
"1004",73622,"RONCESVALLES","RO","73622RO"
"1005",73624,"ROVIRA","RO","73624RO"
"1006",73671,"SALDAÑA","SA","73671SA"
"1007",73675,"SAN ANTONIO (TOLIMA)","SA","73675SA"
"1008",73678,"SAN LUIS (TOLIMA)","SA","73678SA"
"1009",73686,"SANTA ISABEL","SA","73686SA"
"1010",73770,"SUAREZ (TOLIMA)","SU","73770SU"
"1011",73854,"VALLE DE SAN JUAN","VA","73854VA"
"1012",73861,"VENADILLO","VE","73861VE"
"1013",73870,"VILLAHERMOSA","VI","73870VI"
"1014",73873,"VILLARRICA (TOLIMA)","VI","73873VI"
"1015",73993,"HERRERA","HE","73993HE"
"1016",73997,"SANTIAGO PEREZ","SA","73997SA"
"1017",76001,"CALI","CA","76001CA"
"1018",76020,"ALCALA","AL","76020AL"
"1019",76036,"ANDALUCIA","AN","76036AN"
"1020",76041,"ANSERMANUEVO","AN","76041AN"
"1021",76054,"ARGELIA (VALLE)","AR","76054AR"
"1022",76100,"BOLIVAR (VALLE)","BO","76100BO"
"1023",76109,"BUENAVENTURA","BU","76109BU"
"1024",76111,"BUGA","BU","76111BU"
"1025",76113,"BUGALAGRANDE","BU","76113BU"
"1026",76122,"CAICEDONIA","CA","76122CA"
"1027",76126,"CALIMA - DARIEN","CA","76126CA"
"1028",76130,"CANDELARIA (VALLE)","CA","76130CA"
"1029",76138,"VILLAGORGONA","VI","76138VI"
"1030",76147,"CARTAGO","CA","76147CA"
"1031",76233,"DAGUA","DA","76233DA"
"1032",76243,"EL AGUILA","EL","76243EL"
"1033",76246,"EL CAIRO","EL","76246EL"
"1034",76248,"EL CERRITO","EL","76248EL"
"1035",76250,"EL DOVIO","EL","76250EL"
"1036",76263,"PRADERA","PR","76263PR"
"1037",76275,"FLORIDA","FL","76275FL"
"1038",76306,"GINEBRA","GI","76306GI"
"1039",76318,"GUACARI","GU","76318GU"
"1040",76364,"JAMUNDI","JA","76364JA"
"1041",76377,"LA CUMBRE","LA","76377LA"
"1042",76400,"LA UNION (VALLE)","LA","76400LA"
"1043",76403,"LA VICTORIA (VALLE)","LA","76403LA"
"1044",76497,"OBANDO","OB","76497OB"
"1045",76520,"PALMIRA","PA","76520PA"
"1046",76606,"RESTREPO (VALLE)","RE","76606RE"
"1047",76616,"RIOFRIO","RI","76616RI"
"1048",76622,"ROLDANILLO","RO","76622RO"
"1049",76670,"SAN PEDRO (VALLE)","SA","76670SA"
"1050",76736,"SEVILLA","SE","76736SE"
"1051",76823,"TORO","TO","76823TO"
"1052",76828,"TRUJILLO","TR","76828TR"
"1053",76834,"TULUA","TU","76834TU"
"1054",76845,"ULLOA","UL","76845UL"
"1055",76863,"VERSALLES","VE","76863VE"
"1056",76869,"VIJES","VI","76869VI"
"1057",76890,"YOTOCO","YO","76890YO"
"1058",76892,"YUMBO","YU","76892YU"
"1059",76895,"ZARZAL","ZA","76895ZA"
"1060",81001,"ARAUCA","AR","81001AR"
"1061",81065,"ARAUQUITA","AR","81065AR"
"1062",81220,"CRAVO NORTE","CR","81220CR"
"1063",81300,"FORTUL","FO","81300FO"
"1064",81591,"PUERTO RONDON","PU","81591PU"
"1065",81736,"SARAVENA","SA","81736SA"
"1066",81794,"TAME","TA","81794TA"
"1067",85001,"YOPAL","YO","85001YO"
"1068",85010,"AGUAZUL","AG","85010AG"
"1069",85015,"CHAMEZA","CH","85015CH"
"1070",85125,"HATO COROZAL","HA","85125HA"
"1071",85136,"LA SALINA","LA","85136LA"
"1072",85139,"MANI","MA","85139MA"
"1073",85162,"MONTERREY","MO","85162MO"
"1074",85225,"NUNCHIA","NU","85225NU"
"1075",85230,"OROCUE","OR","85230OR"
"1076",85250,"PAZ DE ARIPORO","PA","85250PA"
"1077",85263,"PORE","PO","85263PO"
"1078",85279,"RECETOR","RE","85279RE"
"1079",85300,"SABANALARGA (CASANARE)","SA","85300SA"
"1080",85315,"SACAMA","SA","85315SA"
"1081",85325,"SAN LUIS DE PALENQUE (CASANARE)","SA","85325SA"
"1082",85400,"TAMARA","TA","85400TA"
"1083",85410,"TAURAMENA","TA","85410TA"
"1084",85430,"TRINIDAD","TR","85430TR"
"1085",85440,"VILLANUEVA (CASANARE)","VI","85440VI"
"1086",86001,"MOCOA","MO","86001MO"
"1087",86219,"COLON (PUTUMAYO)","CO","86219CO"
"1088",86320,"ORITO","OR","86320OR"
"1089",86568,"PUERTO ASIS","PU","86568PU"
"1090",86569,"PUERTO CAICEDO","PU","86569PU"
"1091",86571,"PUERTO GUZMAN","PU","86571PU"
"1092",86573,"PUERTO LEGUIZAMO","PU","86573PU"
"1093",86749,"SIBUNDOY","SI","86749SI"
"1094",86755,"SAN FRANCISCO (PUTUMAYO)","SA","86755SA"
"1095",86757,"SAN MIGUEL (PUTUMAYO)","SA","86757SA"
"1096",86760,"SANTIAGO (PUTUMAYO)","SA","86760SA"
"1097",86865,"VALLE DEL GUAMUEZ - LA HORMIGA","VA","86865VA"
"1098",86885,"VILLAGARZON","VI","86885VI"
"1099",88001,"SAN ANDRES (SAN ANDRES)","SA","88001SA"
"1100",88564,"PROVIDENCIA (SAN ANDRES)","PR","88564PR"
"1101",91001,"LETICIA","LE","91001LE"
"1102",91263,"EL ENCANTO - CD","EL","91263EL"
"1103",91405,"LA CHORRERA - CD","LA","91405LA"
"1104",91407,"LA PEDRERA - CD","LA","91407LA"
"1105",91430,"LA VICTORIA - CD (AMAZONAS)","LA","91430LA"
"1106",91460,"MIRITI-PARANA - CD","MI","91460MI"
"1107",91530,"PUERTO ALEGRIA - CD","PU","91530PU"
"1108",91536,"PUERTO ARICA - CD","PU","91536PU"
"1109",91540,"PUERTO NARIÑO","PU","91540PU"
"1110",91669,"PUERTO SANTANDER - CD (AMAZONAS)","PU","91669PU"
"1111",91798,"TARAPACA - CD","TA","91798TA"
"1112",94001,"PUERTO INIRIDA","PU","94001PU"
"1113",94343,"BARRANCO MINAS - CD","BA","94343BA"
"1114",94663,"MAPIRIPANA - CD","MA","94663MA"
"1115",94883,"SAN FELIPE - CD","SA","94883SA"
"1116",94884,"PUERTO COLOMBIA - CD (GUAINIA)","PU","94884PU"
"1117",94885,"LA GUADALUPE - CD","LA","94885LA"
"1118",94886,"CACAHUAL - CD","CA","94886CA"
"1119",94887,"PANA PANA - CD","PA","94887PA"
"1120",94888,"MORICHAL - CD","MO","94888MO"
"1121",95001,"SAN JOSE DEL GUAVIARE","SA","95001SA"
"1122",95015,"CALAMAR (GUAVIARE)","CA","95015CA"
"1123",95025,"EL RETORNO","EL","95025EL"
"1124",95200,"MIRAFLORES (GUAVIARE)","MI","95200MI"
"1125",95220,"MORICHAL (GUAVIARE)","MO","95220MO"
"1126",97001,"MITU","MI","97001MI"
"1127",97161,"CARURU","CA","97161CA"
"1128",97511,"PACOA - CD","PA","97511PA"
"1129",97666,"TARAIRA","TA","97666TA"
"1130",97777,"PAPUNAUA - CD","PA","97777PA"
"1131",97889,"YAVARATE - CD","YA","97889YA"
"1132",99001,"PUERTO CARREÑO","PU","99001PU"
"1133",99524,"LA PRIMAVERA","LA","99524LA"
"1134",99572,"SANTA RITA (VICHADA)","SA","99572SA"
"1135",99624,"SANTA ROSALIA","SA","99624SA"
"1136",99760,"SAN JOSE DE OCUNE","SA","99760SA"
"1137",99773,"CUMARIBO","CU","99773CU"
