id,issue_d,loan_status,WOE_Fico_score,WOE_revol_util,WOE_annual_inc,WOE_dti,WOE_ODF_addr_state,WOE_grade,WOE_term,WOE_ODF_purpose,WOE_loan_amnt2,WOE_flag_cliente,PD,Points
75,6/1/2012,0,-0.355,-0.1342,0.2194,-0.1607,-0.3157,-0.9106,-0.5711,-0.0379,-0.3342,0.0156,0.363471858,516
76,6/1/2012,1,0.2396,0.4227,-0.0626,0.1684,0.115,-0.4851,-0.5711,-0.8081,-0.3342,0.0156,0.362516201,516
77,6/1/2012,0,-0.355,-0.4724,0.2194,0.1684,-0.3157,-0.7594,-0.5711,-0.0379,-0.1737,0.0156,0.360980877,516
78,6/1/2012,0,-0.0549,0.1188,-0.0626,-0.1607,-0.3157,-0.1869,0.2793,-0.8081,-0.3342,0.0156,0.359546344,517
79,6/1/2012,0,-0.5172,-0.1342,-0.0626,-0.1607,0.115,-0.7594,-0.5711,-0.0379,-0.1737,-0.0368,0.357639411,517
80,6/1/2012,0,-0.0549,-0.3062,-0.2703,0.1684,-0.1101,-0.4851,-0.5711,-0.1045,0.0874,-0.0368,0.357001393,517
81,6/1/2012,1,-0.355,-0.4724,0.2194,-0.1607,-0.1101,-1.0189,-0.5711,-0.0379,-0.3342,0.0156,0.3509384,518
82,6/1/2012,0,-0.355,-0.4724,0.2194,-0.1607,-0.1101,-0.9106,-0.5711,-0.0379,-0.3342,-0.0368,0.3509384,518
83,6/1/2012,1,-0.2074,-0.3062,0.2194,-0.1607,-0.3157,-0.7594,-0.5711,-0.0379,-0.3342,0.0156,0.350741487,518
84,6/1/2012,0,-0.2074,-0.3062,0.2194,-0.1607,-0.3157,-0.9106,-0.5711,-0.0379,-0.3342,0.0156,0.350741487,518
85,6/1/2012,1,-0.355,-0.4724,-0.0626,-0.0148,-0.1101,-0.7594,-0.5711,-0.0379,0.0874,-0.0368,0.350454111,518
86,6/1/2012,0,-0.5172,-0.1342,-0.0626,0.1684,-0.1101,-0.7594,-0.5711,-0.0379,0.0874,0.0156,0.350279593,518
87,6/1/2012,0,-0.0549,-0.1342,-0.0626,-0.1607,-0.1101,-0.4851,-0.5711,-0.0379,-0.3342,-0.0368,0.350111018,518
88,6/1/2012,1,-0.0549,-0.3062,-0.2703,-0.1607,0.115,-0.1869,-0.5711,-0.0379,-0.1737,0.0156,0.34953895,518
89,6/1/2012,0,0.2396,0.1188,-0.0626,0.1684,-0.1101,0.1931,-0.5711,-0.8081,0.0874,-0.0368,0.349414126,518
90,6/1/2012,0,-0.0549,-0.3062,-0.2703,-0.1607,-0.1101,-0.4851,-0.5711,0.1853,-0.1737,0.0156,0.348536749,518
91,6/1/2012,0,-0.2074,-0.3062,-0.0626,-0.1607,0.115,-0.4851,-0.5711,-0.0379,-0.3342,0.0156,0.347617129,518
92,6/1/2012,0,-0.2074,-0.3062,-0.0626,0.1684,0.115,-0.4851,-0.5711,-0.0379,-0.3342,-0.0368,0.347617129,518
93,6/1/2012,1,-0.5172,-0.3062,0.2194,-0.1607,-0.1101,-0.9106,-0.5711,-0.1045,-0.1737,0.0156,0.347428707,518
94,6/1/2012,0,0.0811,0.1188,0.2194,0.1684,-0.1101,0.1931,-0.5711,-0.8081,-0.1737,0.0156,0.34655619,518
95,6/1/2012,1,-0.2074,-0.1342,-0.0626,-0.1607,-0.1101,-0.4851,-0.5711,-0.0379,-0.1737,0.0156,0.345603696,518
96,6/1/2012,0,-0.2074,-0.1342,-0.0626,0.1684,-0.1101,-0.4851,-0.5711,-0.0379,-0.1737,0.0156,0.345603696,518
97,6/1/2012,0,0.2396,0.1188,-0.2703,-0.0148,-0.3157,0.1931,-0.5711,-0.0379,-0.1737,0.0156,0.344782924,519
98,6/1/2012,0,-0.355,-0.3062,-0.0626,0.1684,0.115,-0.4851,-0.5711,-0.0379,-0.1737,0.0156,0.342178324,519
99,6/1/2012,0,-0.2074,0.4227,-0.2703,0.1684,-0.1101,-0.4851,-0.5711,-0.2062,0.0874,-0.0368,0.340725048,519
100,6/1/2012,0,0.2396,-0.3062,-0.2703,-0.1607,-0.1101,0.1931,-0.5711,-0.0379,-0.1737,0.0156,0.340573554,519
101,6/1/2012,1,0.2396,0.4227,-0.0626,0.1684,0.2178,0.1931,-0.5711,-0.8081,-0.3342,0.0156,0.340358209,519
102,6/1/2012,0,0.0811,-0.3062,-0.0626,0.1684,-0.1101,-0.4851,-0.5711,-0.0379,-0.3342,0.0156,0.339828945,519
103,6/1/2012,0,-0.355,0.1188,0.2194,-0.0148,-0.3157,-0.9106,-0.5711,-0.0379,-0.3342,-0.0368,0.339623332,519
104,6/1/2012,0,-0.355,0.1188,0.2194,-0.0148,-0.3157,-0.9106,-0.5711,-0.0379,-0.3342,-0.0368,0.339623332,519
105,6/1/2012,0,-0.2074,-0.4724,-0.2703,-0.1607,0.115,-0.4851,-0.5711,-0.0379,0.0874,-0.0368,0.339251849,519
106,6/1/2012,0,-0.2074,-0.4724,-0.2703,-0.1607,0.115,-0.4851,-0.5711,-0.0379,0.0874,0.0156,0.339251849,519
107,6/1/2012,0,0.2396,-0.1342,-0.0626,-0.1607,-0.3157,-0.1869,-0.5711,-0.0379,-0.3342,0.0156,0.337005103,520
108,6/1/2012,1,-0.5172,-0.4724,0.2194,-0.1607,-0.3157,-1.0189,-0.5711,-0.0379,0.0874,0.0156,0.336909473,520
109,6/1/2012,0,-0.355,-0.3062,0.2194,-0.1607,-0.1101,-0.7594,-0.5711,-0.0379,-0.3342,0.0156,0.335444704,520
110,6/1/2012,1,-0.355,-0.3062,0.2194,-0.1607,-0.1101,-0.7594,-0.5711,-0.0379,-0.3342,-0.0368,0.335444704,520
111,6/1/2012,1,-0.355,-0.3062,0.2194,-0.1607,-0.1101,-0.9106,-0.5711,-0.0379,-0.3342,0.0156,0.335444704,520
112,6/1/2012,1,-0.355,-0.3062,0.2194,0.1684,-0.1101,-0.9106,-0.5711,-0.0379,-0.3342,-0.0368,0.335444704,520
113,6/1/2012,0,-0.355,-0.3062,0.2194,0.1684,-0.1101,-0.9106,-0.5711,-0.0379,-0.3342,-0.0368,0.335444704,520
114,6/1/2012,0,-0.355,-0.3062,-0.0626,-0.1607,-0.1101,-0.4851,-0.5711,-0.0379,0.0874,0.0156,0.334970761,520
115,6/1/2012,0,-0.2074,-0.1342,0.2194,-0.1607,-0.3157,-0.7594,-0.5711,-0.0379,-0.3342,0.0156,0.334717567,520
116,6/1/2012,0,-0.0549,-0.4724,-0.0626,-0.1607,0.115,-0.7594,-0.5711,-0.0379,-0.3342,0.0156,0.333680245,520
117,6/1/2012,0,-0.0549,-0.4724,-0.0626,-0.1607,0.115,-0.7594,-0.5711,-0.0379,-0.3342,0.0156,0.333680245,520
118,6/1/2012,1,-0.5172,-0.4724,0.2194,-0.1607,-0.1101,-1.0189,-0.5711,0.1853,-0.3342,0.0156,0.333337199,520
119,6/1/2012,0,-0.5172,-0.4724,0.2194,-0.0148,-0.1101,-0.9106,-0.5711,0.1853,-0.3342,0.0156,0.333337199,520
120,6/1/2012,0,0.0811,0.1188,0.2194,0.1684,0.115,0.1931,-0.5711,-0.8081,-0.3342,0.0156,0.332596633,520
121,6/1/2012,1,-0.0549,-0.3062,-0.0626,-0.1607,-0.1101,-0.4851,-0.5711,-0.0379,-0.1737,0.0156,0.332238511,520
122,6/1/2012,1,-0.0549,-0.3062,-0.0626,0.1684,-0.1101,-0.1869,-0.5711,-0.0379,-0.1737,-0.0368,0.332238511,520
123,6/1/2012,0,-0.0549,-0.3062,-0.0626,-0.1607,-0.1101,-0.4851,-0.5711,-0.0379,-0.1737,0.0156,0.332238511,520
124,6/1/2012,0,-0.0549,-0.3062,-0.0626,-0.1607,-0.1101,-0.4851,-0.5711,-0.0379,-0.1737,-0.0368,0.332238511,520
125,6/1/2012,0,0.0811,-0.4724,-0.2703,-0.1607,-0.1101,0.1931,-0.5711,-0.0379,0.0874,-0.0368,0.331555833,520
126,6/1/2012,0,-0.355,-0.1342,0.2194,-0.1607,-0.3157,-0.4851,-0.5711,-0.0379,-0.1737,0.0156,0.329378688,521
127,6/1/2012,1,-0.0549,-0.3062,-0.2703,-0.1607,0.2178,-0.4851,-0.5711,-0.0379,-0.1737,-0.0368,0.327766332,521
128,6/1/2012,0,-0.2074,-0.3062,-0.0626,-0.1607,-0.1101,-0.4851,-0.5711,0.274,-0.3342,0.0156,0.327324859,521
129,6/1/2012,1,-0.0549,0.1188,-0.0626,0.1684,-0.1101,-0.4851,-0.5711,-0.0379,-0.3342,0.0156,0.326689211,521
130,6/1/2012,1,-0.0549,-0.1342,-0.2703,-0.1607,-0.1101,-0.4851,-0.5711,-0.0379,0.0874,0.0156,0.32642583,521
131,6/1/2012,0,-0.0549,-0.1342,-0.2703,-0.0148,-0.1101,-0.1869,-0.5711,-0.0379,0.0874,-0.0368,0.32642583,521
132,6/1/2012,0,-0.0549,-0.1342,-0.2703,-0.1607,-0.1101,-0.1869,-0.5711,-0.0379,0.0874,-0.0368,0.32642583,521
133,6/1/2012,1,-0.2074,-0.3062,-0.0626,-0.1607,0.2178,-0.7594,-0.5711,-0.0379,-0.3342,0.0156,0.325904242,521
134,6/1/2012,0,-0.5172,-0.4724,-0.2703,-0.1607,-0.3157,-0.1869,0.2793,-0.1045,0.0874,-0.0368,0.325802557,521
135,6/1/2012,1,0.2396,-0.1342,0.2194,0.1684,0.115,0.1931,-0.5711,-0.8081,-0.3342,0.0156,0.325685476,521
136,6/1/2012,0,0.2396,-0.1342,-0.0626,0.1684,0.115,0.1931,-0.5711,-0.8081,0.0874,0.0156,0.325218574,521
137,6/1/2012,1,0.0811,-0.1342,-0.0626,-0.1607,-0.1101,-0.1869,-0.5711,-0.0379,-0.3342,0.0156,0.32405474,521
138,6/1/2012,0,0.0811,-0.1342,-0.0626,-0.1607,-0.1101,0.1931,-0.5711,-0.0379,-0.3342,0.0156,0.32405474,521
139,6/1/2012,1,-0.0549,-0.4724,-0.0626,-0.0148,-0.3157,-0.4851,-0.5711,0.274,-0.1737,-0.0368,0.323319462,521
140,6/1/2012,1,-0.2074,-0.4724,0.2194,-0.0148,-0.1101,-0.9106,-0.5711,-0.0379,-0.3342,0.0156,0.322673003,521
141,6/1/2012,0,-0.2074,-0.4724,0.2194,-0.0148,-0.1101,-0.7594,-0.5711,-0.0379,-0.3342,0.0156,0.322673003,521
142,6/1/2012,0,-0.5172,0.1188,-0.2703,-0.1607,0.2178,-0.7594,-0.5711,-0.0379,0.0874,0.0156,0.322417499,521
143,6/1/2012,1,0.2396,0.4227,0.2194,0.1684,-0.1101,0.1931,-0.5711,-0.8081,-0.3342,-0.0368,0.321870599,522
144,6/1/2012,0,-0.5172,-0.3062,0.2194,0.1684,-0.3157,-0.7594,-0.5711,-0.0379,0.0874,0.0156,0.321728135,522
145,6/1/2012,0,-0.0549,-0.3062,-0.0626,-0.1607,-0.3157,-0.1869,-0.5711,-0.0379,0.0874,0.0156,0.321102691,522
146,6/1/2012,0,-0.355,-0.3062,-0.0626,-0.0148,0.2178,-0.4851,-0.5711,-0.0379,-0.1737,0.0156,0.320638188,522
147,6/1/2012,0,-0.355,-0.3062,-0.2703,0.1684,0.2178,-0.1869,0.2793,-0.8081,0.0874,0.0156,0.319813702,522
148,6/1/2012,1,-0.355,-0.1342,0.2194,0.1684,-0.1101,-0.9106,-0.5711,-0.0379,-0.3342,-0.0368,0.319775432,522
149,6/1/2012,0,-0.355,-0.1342,0.2194,0.1684,-0.1101,-0.9106,-0.5711,-0.0379,-0.3342,0.0156,0.319775432,522
150,6/1/2012,0,-0.5172,-0.3062,0.2194,-0.1607,0.115,-0.9106,-0.5711,-0.0379,-0.3342,0.0156,0.319197345,522
151,6/1/2012,0,-0.5172,-0.3062,-0.0626,0.1684,0.115,-0.7594,-0.5711,-0.0379,0.0874,-0.0368,0.318735347,522
152,6/1/2012,1,-0.0549,-0.3062,-0.0626,-0.0148,0.115,-0.4851,-0.5711,-0.0379,-0.3342,0.0156,0.318574509,522
153,6/1/2012,0,-0.0549,-0.3062,-0.0626,-0.1607,0.115,-0.7594,-0.5711,-0.0379,-0.3342,0.0156,0.318574509,522
154,6/1/2012,1,-0.0549,-0.3062,-0.2703,-0.1607,-0.3157,-0.1869,-0.5711,0.274,0.0874,0.0156,0.318108765,522
155,6/1/2012,1,-0.5172,-0.1342,0.2194,-0.1607,-0.1101,-0.9106,-0.5711,-0.0379,-0.1737,-0.0368,0.317268468,522
156,6/1/2012,0,-0.0549,-0.1342,-0.0626,-0.1607,-0.1101,-0.1869,-0.5711,-0.0379,-0.1737,0.0156,0.316647645,522
157,6/1/2012,0,-0.0549,-0.1342,-0.0626,0.1684,-0.1101,-0.1869,-0.5711,-0.0379,-0.1737,-0.0368,0.316647645,522
158,6/1/2012,0,-0.0549,-0.1342,-0.0626,0.1684,-0.1101,-0.1869,-0.5711,-0.0379,-0.1737,-0.0368,0.316647645,522
159,6/1/2012,0,-0.355,-0.1342,-0.2703,-0.1607,-0.1101,-0.4851,-0.5711,0.274,0.0874,0.0156,0.316327977,522
160,6/1/2012,0,-0.5172,-0.4724,0.2194,-0.1607,0.2178,-1.0189,-0.5711,-0.0379,-0.3342,-0.0368,0.313037328,523
161,6/1/2012,0,-0.0549,-0.4724,-0.0626,-0.1607,0.2178,-0.7594,-0.5711,-0.0379,-0.3342,0.0156,0.312420996,523
162,6/1/2012,1,-0.0549,-0.1342,-0.2703,-0.1607,0.2178,-0.4851,-0.5711,-0.0379,-0.1737,-0.0368,0.312287185,523
163,6/1/2012,1,-0.5172,-0.4724,-0.2703,-0.1607,-0.3157,-0.4851,0.2793,-0.0379,0.0874,-0.0368,0.311722035,523
164,6/1/2012,1,-0.5172,-0.4724,-0.2703,-0.0148,-0.3157,-0.7594,0.2793,-0.0379,0.0874,-0.0368,0.311722035,523
165,6/1/2012,0,-0.5172,-0.4724,-0.2703,-0.1607,-0.3157,-0.1869,0.2793,-0.0379,0.0874,-0.0368,0.311722035,523
166,6/1/2012,0,-0.2074,-0.3062,-0.2703,-0.1607,0.115,-0.4851,-0.5711,0.274,-0.1737,0.0156,0.311317385,523
167,6/1/2012,0,-0.0549,-0.4724,-0.2703,-0.1607,0.115,-0.1869,-0.5711,-0.0379,0.0874,0.0156,0.310575409,523
168,6/1/2012,1,0.2396,-0.3062,-0.0626,0.1684,-0.1101,0.1931,-0.5711,-0.0379,-0.3342,0.0156,0.310024786,523
169,6/1/2012,0,-0.2074,-0.4724,-0.0626,-0.1607,-0.1101,-0.7594,-0.5711,0.274,-0.1737,0.0156,0.309547618,523
170,6/1/2012,0,-0.5172,-0.1342,-0.0626,-0.1607,0.115,-0.7594,-0.5711,0.1853,-0.1737,-0.0368,0.309393174,523
171,6/1/2012,1,-0.2074,-0.1342,-0.2703,-0.0148,0.115,-0.4851,-0.5711,-0.0379,0.0874,0.0156,0.308633176,523
172,6/1/2012,0,-0.2074,-0.1342,-0.2703,-0.1607,0.115,-0.4851,-0.5711,-0.0379,0.0874,-0.0368,0.308633176,523
173,6/1/2012,0,-0.2074,-0.3062,0.2194,-0.0148,-0.1101,-0.7594,-0.5711,-0.0379,-0.3342,0.0156,0.307835355,523
174,6/1/2012,0,-0.2074,-0.3062,0.2194,-0.1607,-0.1101,-0.7594,-0.5711,-0.0379,-0.3342,0.0156,0.307835355,523
175,6/1/2012,0,-0.355,0.1188,-0.2703,0.1684,0.2178,-0.7594,-0.5711,-0.1045,0.0874,-0.0368,0.306410419,524
176,6/1/2012,0,-0.355,-0.1342,-0.0626,-0.0148,0.2178,-0.7594,-0.5711,-0.0379,-0.1737,0.0156,0.305342769,524
177,6/1/2012,0,-0.355,-0.1342,-0.0626,-0.1607,0.2178,-0.4851,-0.5711,-0.0379,-0.1737,0.0156,0.305342769,524
178,6/1/2012,0,0.2396,0.1188,-0.2703,-0.1607,-0.3157,0.1931,-0.5711,-0.1045,0.0874,-0.0368,0.305273453,524
