id,issue_d,loan_status,WOE_Fico_score,WOE_revol_util,WOE_annual_inc,WOE_dti,WOE_ODF_addr_state,WOE_grade,WOE_term,WOE_ODF_purpose,WOE_loan_amnt2,WOE_flag_cliente,PD,Points
179,6/1/2012,0,-0.2074,0.1188,-0.0626,0.1684,-0.1101,-0.4851,-0.5711,-0.2062,0.0874,-0.0368,0.3048519,524
180,6/1/2012,0,-0.355,-0.4724,-0.0626,-0.0148,0.115,-0.7594,-0.5711,-0.0379,0.0874,0.0156,0.30365225,524
181,6/1/2012,1,0.0811,0.1188,-0.0626,-0.1607,-0.1101,-0.1869,-0.5711,-0.0379,-0.3342,0.0156,0.301567195,524
182,6/1/2012,1,0.0811,-0.1342,-0.2703,-0.1607,-0.1101,-0.1869,-0.5711,-0.0379,0.0874,0.0156,0.301315004,524
183,6/1/2012,0,0.0811,-0.1342,-0.2703,0.1684,-0.1101,-0.1869,-0.5711,-0.0379,0.0874,-0.0368,0.301315004,524
184,6/1/2012,1,-0.5172,0.4227,0.2194,0.1684,-0.1101,-0.9106,-0.5711,-0.0379,-0.3342,0.0156,0.300266323,524
185,6/1/2012,1,-0.2074,-0.1342,-0.0626,-0.1607,0.2178,0.1931,0.2793,-0.8081,-0.3342,0.0156,0.300162358,524
186,6/1/2012,1,-0.5172,-0.3062,0.2194,-0.0148,-0.1101,-0.9106,-0.5711,0.274,-0.3342,0.0156,0.299801691,524
187,6/1/2012,0,-0.5172,-0.3062,0.2194,0.1684,-0.1101,-0.9106,-0.5711,0.274,-0.3342,0.0156,0.299801691,524
188,6/1/2012,0,-0.5172,-0.3062,-0.0626,0.1684,-0.1101,-0.7594,-0.5711,0.274,0.0874,0.0156,0.299355423,525
189,6/1/2012,1,-0.2074,-0.1342,-0.0626,-0.1607,0.115,-0.4851,-0.5711,-0.0379,-0.1737,0.0156,0.299151264,525
190,6/1/2012,0,-0.5172,-0.3062,0.2194,0.1684,0.2178,-0.7594,-0.5711,-0.0379,-0.3342,0.0156,0.298447529,525
191,6/1/2012,0,0.0811,-0.4724,-0.0626,-0.1607,-0.3157,-0.4851,-0.5711,0.274,-0.1737,0.0156,0.298341756,525
192,6/1/2012,0,-0.355,0.1188,0.2194,-0.0148,-0.1101,-0.7594,-0.5711,-0.0379,-0.3342,0.0156,0.297454168,525
193,6/1/2012,0,-0.5172,-0.3062,-0.2703,-0.1607,-0.3157,-0.1869,0.2793,-0.0379,0.0874,0.0156,0.297167021,525
194,6/1/2012,0,0.0811,-0.3062,0.2194,0.1684,-0.3157,-0.1869,-0.5711,-0.0379,-0.3342,0.0156,0.296664846,525
195,6/1/2012,0,-0.355,-0.1342,0.2194,-0.1607,-0.3157,-0.7594,-0.5711,0.274,-0.3342,0.0156,0.29649836,525
196,6/1/2012,1,-0.0549,-0.3062,-0.2703,-0.0148,0.115,-0.1869,-0.5711,-0.0379,0.0874,0.0156,0.296050904,525
197,6/1/2012,0,-0.5172,0.4227,-0.2703,0.1684,0.2178,-0.9106,-0.5711,-0.0379,0.0874,0.0156,0.295590693,525
198,6/1/2012,0,-0.0549,-0.1342,-0.0626,-0.0148,-0.3157,0.1931,0.2793,-0.8081,0.0874,0.0156,0.295573769,525
199,6/1/2012,1,0.2396,-0.1342,-0.0626,-0.1607,-0.1101,0.1931,-0.5711,-0.0379,-0.3342,0.0156,0.295015799,525
200,6/1/2012,0,-0.0549,-0.4724,0.2194,-0.1607,-0.1101,-0.7594,-0.5711,-0.0379,-0.3342,-0.0368,0.294772762,525
201,6/1/2012,0,-0.0549,-0.4724,0.2194,0.1684,-0.1101,-0.9106,-0.5711,-0.0379,-0.3342,-0.0368,0.294772762,525
202,6/1/2012,0,0.0811,-0.3062,-0.0626,-0.0148,0.115,0.1931,-0.5711,-0.0379,-0.3342,0.0156,0.293804212,525
203,6/1/2012,1,-0.2074,-0.3062,-0.0626,-0.1607,0.2178,-0.7594,-0.5711,-0.0379,-0.1737,0.0156,0.293708905,525
204,6/1/2012,0,-0.2074,-0.3062,-0.0626,-0.1607,0.2178,-0.4851,-0.5711,-0.0379,-0.1737,-0.0368,0.293708905,525
205,6/1/2012,0,-0.0549,-0.1342,-0.0626,-0.1607,-0.3157,-0.4851,-0.5711,0.274,-0.1737,0.0156,0.293500013,525
206,6/1/2012,1,-0.2074,-0.1342,0.2194,0.1684,-0.1101,-0.4851,-0.5711,-0.0379,-0.3342,0.0156,0.29288737,525
207,6/1/2012,0,-0.2074,-0.1342,0.2194,0.1684,-0.1101,-0.7594,-0.5711,-0.0379,-0.3342,0.0156,0.29288737,525
208,6/1/2012,0,-0.2074,-0.1342,0.2194,0.1684,-0.1101,-0.4851,-0.5711,-0.0379,-0.3342,0.0156,0.29288737,525
209,6/1/2012,1,-0.2074,-0.1342,0.2194,0.1684,-0.1101,-0.4851,-0.5711,-0.0379,-0.3342,0.0156,0.29288737,525
210,6/1/2012,1,-0.2074,-0.1342,0.2194,0.1684,-0.1101,-0.4851,-0.5711,-0.0379,-0.3342,0.0156,0.29288737,525
211,6/1/2012,1,-0.2074,-0.1342,-0.0626,-0.1607,-0.1101,-0.4851,-0.5711,-0.0379,0.0874,0.0156,0.292447095,525
212,6/1/2012,0,-0.2074,-0.1342,-0.0626,-0.0148,-0.1101,-0.4851,-0.5711,-0.0379,0.0874,-0.0368,0.292447095,525
213,6/1/2012,0,-0.2074,-0.1342,-0.0626,-0.1607,-0.1101,-0.4851,-0.5711,-0.0379,0.0874,-0.0368,0.292447095,525
214,6/1/2012,0,-0.2074,-0.4724,0.2194,-0.0148,-0.1101,-0.7594,-0.5711,-0.0379,-0.1737,0.0156,0.290659236,526
215,6/1/2012,0,-0.2074,-0.4724,0.2194,0.1684,-0.1101,-0.7594,-0.5711,-0.0379,-0.1737,0.0156,0.290659236,526
216,6/1/2012,1,-0.355,-0.3062,0.2194,-0.0148,0.115,-0.9106,-0.5711,-0.0379,-0.3342,0.0156,0.289753138,526
217,6/1/2012,0,-0.5172,0.4227,-0.0626,0.1684,-0.1101,-0.4851,0.2793,-0.8081,0.0874,-0.0368,0.289714717,526
218,6/1/2012,0,-0.355,-0.3062,-0.0626,-0.1607,0.115,-0.4851,-0.5711,-0.0379,0.0874,-0.0368,0.289315647,526
219,6/1/2012,1,-0.2074,0.1188,-0.0626,-0.1607,0.2178,-0.7594,-0.5711,-0.0379,-0.3342,-0.0368,0.288525091,526
220,6/1/2012,0,-0.2074,-0.1342,-0.2703,0.1684,0.2178,-0.4851,-0.5711,-0.0379,0.0874,-0.0368,0.288279305,526
221,6/1/2012,0,0.0811,-0.1342,-0.2703,-0.1607,0.2178,-0.1869,-0.5711,-0.0379,-0.1737,-0.0368,0.287799279,526
222,6/1/2012,0,-0.5172,-0.3062,0.2194,-0.1607,0.115,-0.7594,-0.5711,-0.0379,-0.1737,0.0156,0.287382103,526
223,6/1/2012,0,-0.355,0.4227,-0.2703,-0.1607,0.115,-0.4851,-0.5711,-0.0379,0.0874,-0.0368,0.286945488,526
224,6/1/2012,0,-0.0549,-0.3062,-0.0626,-0.0148,0.115,-0.4851,-0.5711,-0.0379,-0.1737,0.0156,0.286795195,526
225,6/1/2012,0,-0.0549,-0.3062,-0.0626,-0.0148,0.115,-0.1869,-0.5711,-0.0379,-0.1737,0.0156,0.286795195,526
226,6/1/2012,0,-0.2074,0.1188,-0.2703,-0.0148,0.115,-0.1869,-0.5711,-0.0379,0.0874,-0.0368,0.286761793,526
227,6/1/2012,1,0.0811,-0.4724,-0.2703,-0.0148,0.115,-0.7594,-0.5711,-0.0379,0.0874,0.0156,0.286165877,526
228,6/1/2012,1,0.0811,-0.4724,-0.2703,-0.1607,0.115,0.1931,-0.5711,-0.0379,0.0874,0.0156,0.286165877,526
229,6/1/2012,0,-0.5172,-0.4724,-0.0626,0.1684,-0.3157,-0.4851,0.2793,-0.2062,0.0874,0.0156,0.285337343,526
230,6/1/2012,0,-0.355,-0.4724,-0.0626,-0.1607,-0.1101,-0.7594,-0.5711,0.274,0.0874,0.0156,0.284806022,527
231,6/1/2012,1,-0.5172,-0.1342,0.2194,-0.0148,0.2178,-0.9106,-0.5711,-0.0379,-0.3342,-0.0368,0.283768512,527
232,6/1/2012,0,-0.0549,-0.1342,-0.0626,-0.0148,0.2178,-0.1869,-0.5711,-0.0379,-0.3342,0.0156,0.283186052,527
233,6/1/2012,0,0.2396,0.1188,0.2194,-0.1607,0.2178,-0.1869,-0.5711,-0.8081,-0.3342,-0.0368,0.282995801,527
234,6/1/2012,0,-0.2074,-0.3062,-0.0626,-0.1607,0.115,-0.4851,-0.5711,0.274,-0.3342,0.0156,0.282269531,527
235,6/1/2012,0,-0.5172,0.1188,0.2194,-0.1607,0.115,-0.9106,-0.5711,-0.0379,-0.3342,-0.0368,0.282265328,527
236,6/1/2012,0,0.0811,-0.1342,0.2194,-0.1607,-0.3157,-0.7594,-0.5711,-0.0379,-0.3342,0.0156,0.28203826,527
237,6/1/2012,0,-0.5172,-0.3062,0.2194,0.1684,-0.1101,-0.7594,-0.5711,-0.0379,0.0874,0.0156,0.280836,527
238,6/1/2012,0,-0.0549,-0.1342,-0.2703,-0.1607,-0.1101,0.1931,-0.5711,0.1853,0.0874,-0.0368,0.280551308,527
239,6/1/2012,1,-0.2074,-0.1342,-0.0626,-0.1607,-0.1101,-0.4851,-0.5711,0.274,-0.1737,-0.0368,0.280471873,527
240,6/1/2012,0,-0.0549,-0.3062,-0.0626,-0.1607,-0.1101,-0.1869,-0.5711,-0.0379,0.0874,0.0156,0.280257203,527
241,6/1/2012,0,-0.0549,-0.3062,-0.0626,-0.1607,-0.1101,-0.1869,-0.5711,-0.0379,0.0874,0.0156,0.280257203,527
242,6/1/2012,1,-0.0549,-0.1342,-0.2703,0.1684,-0.3157,-0.4851,-0.5711,0.3882,0.0874,0.0156,0.279928129,527
243,6/1/2012,0,0.0811,0.1188,-0.2703,-0.1607,-0.1101,-0.1869,-0.5711,-0.0379,0.0874,0.0156,0.279752379,527
244,6/1/2012,1,-0.2074,-0.1342,-0.0626,-0.1607,0.2178,-0.4851,-0.5711,-0.0379,-0.1737,-0.0368,0.27917021,527
245,6/1/2012,1,-0.2074,-0.4724,0.2194,-0.1607,0.115,-0.9106,-0.5711,-0.0379,-0.3342,0.0156,0.27799337,528
246,6/1/2012,0,-0.2074,-0.4724,0.2194,-0.1607,0.115,-1.0189,-0.5711,-0.0379,-0.3342,-0.0368,0.27799337,528
247,6/1/2012,0,-0.2074,-0.4724,0.2194,0.1684,0.115,-0.9106,-0.5711,-0.0379,-0.3342,-0.0368,0.27799337,528
248,6/1/2012,1,-0.2074,-0.4724,0.2194,-0.1607,0.115,-0.9106,-0.5711,-0.0379,-0.3342,0.0156,0.27799337,528
249,6/1/2012,1,-0.2074,-0.4724,0.2194,-0.1607,0.115,-0.9106,-0.5711,-0.0379,-0.3342,0.0156,0.27799337,528
250,6/1/2012,0,-0.355,-0.3062,-0.0626,-0.1607,0.115,-0.7594,-0.5711,0.274,-0.1737,0.0156,0.277418376,528
251,6/1/2012,0,-0.2074,-0.3062,0.2194,-0.1607,-0.1101,-0.7594,-0.5711,-0.0379,-0.1737,0.0156,0.27669233,528
252,6/1/2012,0,-0.2074,-0.3062,0.2194,-0.0148,-0.1101,-0.4851,-0.5711,-0.0379,-0.1737,0.0156,0.27669233,528
253,6/1/2012,0,-0.2074,-0.3062,0.2194,-0.1607,-0.1101,-0.7594,-0.5711,-0.0379,-0.1737,-0.0368,0.27669233,528
254,6/1/2012,0,0.0811,-0.3062,-0.0626,0.1684,-0.1101,-0.4851,-0.5711,0.274,-0.3342,0.0156,0.275327535,528
255,6/1/2012,0,-0.0549,-0.1342,0.2194,-0.1607,-0.3157,-0.1869,-0.5711,-0.0379,-0.1737,0.0156,0.27520055,528
256,6/1/2012,1,-0.355,-0.1342,-0.0626,-0.1607,0.115,-0.7594,-0.5711,-0.0379,0.0874,-0.0368,0.274909775,528
257,6/1/2012,0,-0.2074,-0.4724,-0.2703,-0.0148,0.115,-0.4851,-0.5711,0.274,0.0874,0.0156,0.274814378,528
258,6/1/2012,1,-0.355,-0.1342,-0.0626,-0.1607,0.2178,-0.7594,-0.5711,0.274,-0.3342,0.0156,0.27388192,528
259,6/1/2012,1,0.2396,0.1188,-0.0626,-0.1607,-0.1101,0.1931,-0.5711,-0.0379,-0.3342,0.0156,0.273727351,528
260,6/1/2012,0,0.2396,0.1188,-0.0626,-0.1607,-0.1101,-0.1869,-0.5711,-0.0379,-0.3342,0.0156,0.273727351,528
261,6/1/2012,1,-0.5172,-0.3062,-0.0626,-0.0148,0.115,-0.7594,-0.5711,0.1853,0.0874,-0.0368,0.273502763,528
262,6/1/2012,0,0.2396,-0.1342,-0.2703,-0.0148,-0.1101,0.1931,-0.5711,-0.0379,0.0874,0.0156,0.273489325,528
263,6/1/2012,0,0.2396,-0.1342,-0.2703,-0.0148,-0.1101,0.1931,-0.5711,-0.0379,0.0874,-0.0368,0.273489325,528
264,6/1/2012,0,-0.5172,0.1188,0.2194,-0.1607,-0.3157,-0.7594,-0.5711,0.274,-0.1737,-0.0368,0.272847266,528
265,6/1/2012,1,-0.0549,-0.4724,0.2194,-0.1607,-0.3157,-0.7594,-0.5711,0.274,-0.3342,0.0156,0.272586357,528
266,6/1/2012,0,-0.0549,-0.1342,-0.0626,-0.1607,0.115,-0.4851,-0.5711,-0.0379,-0.1737,0.0156,0.272466709,528
267,6/1/2012,0,-0.0549,-0.1342,-0.0626,-0.1607,0.115,-0.1869,-0.5711,-0.0379,-0.1737,-0.0368,0.272466709,528
268,6/1/2012,0,-0.355,-0.4724,0.2194,0.1684,-0.1101,-0.7594,-0.5711,0.1853,-0.1737,0.0156,0.272312799,528
269,6/1/2012,0,-0.355,-0.3062,0.2194,-0.1607,-0.1101,-0.7594,-0.5711,0.274,-0.3342,0.0156,0.271433303,528
270,6/1/2012,0,0.0811,-0.4724,0.2194,-0.0148,-0.1101,-0.1869,-0.5711,-0.0379,-0.3342,0.0156,0.271116814,529
271,6/1/2012,0,0.0811,-0.4724,-0.0626,-0.1607,-0.1101,-0.1869,-0.5711,-0.0379,0.0874,0.0156,0.270696737,529
272,6/1/2012,1,-0.5172,-0.4724,0.2194,-0.0148,0.115,-1.0189,-0.5711,0.274,-0.3342,0.0156,0.270434219,529
273,6/1/2012,0,-0.5172,-0.4724,-0.0626,-0.1607,0.115,-0.7594,-0.5711,0.274,0.0874,0.0156,0.270014807,529
274,6/1/2012,0,-0.5172,-0.4724,-0.0626,-0.1607,0.115,-0.7594,-0.5711,0.274,0.0874,-0.0368,0.270014807,529
275,6/1/2012,0,-0.355,-0.3062,-0.2703,-0.1607,-0.3157,-0.1869,0.2793,-0.0379,0.0874,-0.0368,0.268952176,529
276,6/1/2012,1,-0.0549,-0.3062,-0.0626,-0.1607,-0.1101,-0.4851,-0.5711,0.274,-0.1737,-0.0368,0.268591654,529
277,6/1/2012,1,-0.355,-0.1342,-0.0626,-0.0148,0.2178,-0.4851,-0.5711,-0.1045,0.0874,-0.0368,0.268500779,529
278,6/1/2012,1,-0.0549,0.4227,-0.2703,-0.1607,-0.1101,0.1931,0.2793,-0.8081,0.0874,-0.0368,0.26828232,529
279,6/1/2012,0,-0.355,-0.4724,0.2194,-0.1607,-0.1101,-0.4851,-0.5711,-0.0379,0.0874,0.0156,0.266843885,529
280,6/1/2012,0,0.0811,0.1188,-0.2703,-0.1607,0.2178,0.1931,-0.5711,-0.0379,-0.1737,0.0156,0.266834477,529
281,6/1/2012,0,-0.5172,-0.1342,0.2194,-0.1607,-0.1101,-0.9106,-0.5711,-0.0379,0.0874,-0.0368,0.266693908,529
282,6/1/2012,1,-0.0549,-0.3062,-0.2703,0.1684,0.2178,0.1931,0.2793,-0.8081,0.0874,0.0156,0.266583452,529
283,6/1/2012,1,-0.0549,-0.1342,0.2194,-0.1607,-0.1101,-0.7594,-0.5711,-0.0379,-0.3342,0.0156,0.266549056,529
284,6/1/2012,1,-0.0549,-0.1342,-0.0626,0.1684,-0.1101,-0.1869,-0.5711,-0.0379,0.0874,0.0156,0.266133472,529
285,6/1/2012,1,-0.2074,-0.4724,-0.0626,-0.1607,0.115,-0.4851,-0.5711,0.274,-0.1737,-0.0368,0.265971752,529
286,6/1/2012,0,-0.2074,-0.4724,-0.0626,-0.0148,0.115,-0.7594,-0.5711,0.274,-0.1737,0.0156,0.265971752,529
287,6/1/2012,0,-0.2074,-0.4724,-0.0626,-0.0148,0.115,-0.7594,-0.5711,0.274,-0.1737,0.0156,0.265971752,529
288,6/1/2012,0,0.2396,-0.1342,-0.0626,-0.1607,-0.1101,-0.1869,-0.5711,-0.0379,-0.1737,0.0156,0.264673774,529
289,6/1/2012,0,-0.0549,-0.4724,0.2194,0.1684,-0.1101,-0.4851,-0.5711,-0.0379,-0.1737,-0.0368,0.264446356,530
290,6/1/2012,0,-0.2074,-0.3062,0.2194,-0.1607,0.115,-0.7594,-0.5711,-0.0379,-0.3342,-0.0368,0.264408224,530
291,6/1/2012,0,-0.2074,-0.3062,-0.0626,-0.1607,0.115,-0.1869,-0.5711,-0.0379,0.0874,-0.0368,0.263994776,530
292,6/1/2012,0,-0.5172,0.1188,-0.0626,-0.0148,-0.1101,-0.4851,-0.5711,0.274,0.0874,-0.0368,0.2638295,530
293,6/1/2012,0,-0.5172,0.1188,-0.0626,-0.0148,0.2178,-0.7594,-0.5711,-0.0379,0.0874,-0.0368,0.262576888,530
294,6/1/2012,0,0.0811,-0.1342,-0.0626,-0.1607,0.115,0.1931,-0.5711,-0.1045,-0.1737,-0.0368,0.262320525,530
295,6/1/2012,0,-0.2074,0.1188,-0.0626,-0.1607,-0.1101,-0.1869,0.2793,-0.8081,0.0874,-0.0368,0.261770166,530
296,6/1/2012,1,-0.2074,-0.4724,0.2194,0.1684,-0.1101,-0.9106,-0.5711,0.274,-0.3342,-0.0368,0.260144723,530
297,6/1/2012,1,-0.2074,0.4227,0.2194,-0.1607,-0.1101,-0.7594,-0.5711,-0.1045,-0.3342,0.0156,0.259821077,530
298,6/1/2012,1,-0.355,-0.3062,0.2194,-0.1607,0.115,-0.7594,-0.5711,-0.0379,-0.1737,0.0156,0.259752943,530
299,6/1/2012,0,-0.5172,-0.1342,-0.0626,0.1684,0.115,-0.7594,-0.5711,0.1853,0.0874,-0.0368,0.259596652,530
300,6/1/2012,1,-0.0549,0.4227,0.2194,-0.1607,-0.3157,-0.4851,-0.5711,-0.0379,-0.3342,-0.0368,0.259595603,530
301,6/1/2012,0,-0.0549,-0.3062,0.2194,0.1684,-0.3157,-0.1869,-0.5711,0.274,-0.3342,0.0156,0.259170595,530
302,6/1/2012,0,-0.355,-0.3062,0.2194,-0.1607,-0.1101,-0.7594,-0.5711,0.1853,-0.1737,0.0156,0.258905709,530
303,6/1/2012,0,-0.0549,-0.3062,-0.0626,-0.0148,-0.3157,-0.4851,-0.5711,0.274,0.0874,-0.0368,0.258762456,530
304,6/1/2012,0,-0.2074,0.1188,-0.0626,0.1684,0.2178,-0.4851,-0.5711,-0.0379,-0.1737,-0.0368,0.258605749,530
305,6/1/2012,0,0.0811,-0.1342,-0.2703,-0.0148,0.115,-0.1869,-0.5711,-0.0379,0.0874,-0.0368,0.258464232,530
306,6/1/2012,0,-0.5172,-0.3062,-0.2703,-0.1607,-0.1101,-0.1869,0.2793,-0.0379,0.0874,0.0156,0.258208233,530
307,6/1/2012,0,-0.5172,-0.3062,-0.2703,-0.1607,-0.1101,0.1931,0.2793,-0.0379,0.0874,-0.0368,0.258208233,530
308,6/1/2012,0,-0.5172,-0.3062,-0.2703,0.1684,-0.1101,-0.1869,0.2793,-0.0379,0.0874,-0.0368,0.258208233,530
309,6/1/2012,0,-0.5172,-0.3062,-0.2703,-0.1607,-0.1101,-0.4851,0.2793,-0.0379,0.0874,-0.0368,0.258208233,530
310,6/1/2012,0,-0.5172,-0.3062,-0.2703,-0.0148,-0.1101,-0.1869,0.2793,-0.0379,0.0874,0.0156,0.258208233,530
311,6/1/2012,0,-0.5172,-0.3062,-0.2703,-0.1607,-0.1101,-0.4851,0.2793,-0.0379,0.0874,-0.0368,0.258208233,530
312,6/1/2012,0,-0.355,-0.1342,0.2194,-0.0148,-0.1101,-0.9106,-0.5711,0.274,-0.3342,0.0156,0.257595105,531
313,6/1/2012,0,0.0811,-0.3062,-0.0626,0.1684,0.2178,-0.1869,-0.5711,-0.1045,-0.1737,0.0156,0.25730222,531
314,6/1/2012,1,-0.0549,-0.1342,-0.2703,-0.0148,-0.1101,0.1931,0.2793,-0.1045,-0.3342,0.0156,0.256863176,531
315,6/1/2012,1,-0.5172,-0.3062,-0.0626,-0.0148,0.115,-0.9106,-0.5711,0.274,0.0874,-0.0368,0.256680948,531
316,6/1/2012,0,-0.355,-0.1342,0.2194,-0.1607,0.2178,-0.4851,-0.5711,-0.0379,-0.3342,0.0156,0.256361785,531
317,6/1/2012,0,0.2396,-0.1342,0.2194,-0.1607,-0.3157,0.1931,-0.5711,-0.0379,-0.3342,0.0156,0.255342161,531
318,6/1/2012,0,0.2396,-0.1342,0.2194,-0.1607,-0.3157,-0.1869,-0.5711,-0.0379,-0.3342,0.0156,0.255342161,531
319,6/1/2012,0,0.2396,-0.1342,0.2194,0.1684,-0.3157,-0.1869,-0.5711,-0.0379,-0.3342,0.0156,0.255342161,531
320,6/1/2012,0,-0.355,-0.1342,-0.2703,-0.0148,-0.3157,0.1931,0.2793,-0.0379,0.0874,0.0156,0.255196164,531
321,6/1/2012,0,-0.355,0.1188,0.2194,-0.1607,0.115,-0.7594,-0.5711,-0.0379,-0.3342,0.0156,0.254952102,531
322,6/1/2012,0,-0.0549,-0.1342,-0.0626,-0.1607,0.2178,-0.1869,-0.5711,-0.0379,-0.1737,0.0156,0.253622994,531
323,6/1/2012,0,0.0811,-0.3062,-0.2703,0.1684,0.2178,0.1931,-0.5711,-0.0379,0.0874,-0.0368,0.253494349,531
324,6/1/2012,1,-0.0549,-0.4724,0.2194,0.1684,0.115,-0.7594,-0.5711,-0.0379,-0.3342,0.0156,0.252516122,531
325,6/1/2012,0,-0.5172,-0.4724,0.2194,0.1684,0.2178,-1.0189,-0.5711,0.274,-0.3342,0.0156,0.251682443,531
326,6/1/2012,0,-0.5172,-0.4724,0.2194,-0.0148,0.2178,-1.0189,-0.5711,0.274,-0.3342,0.0156,0.251682443,531
327,6/1/2012,0,-0.2074,-0.1342,0.2194,-0.0148,0.115,-0.7594,-0.5711,-0.0379,-0.3342,0.0156,0.250804886,532
328,6/1/2012,0,-0.2074,-0.1342,0.2194,-0.0148,0.115,-0.7594,-0.5711,-0.0379,-0.3342,-0.0368,0.250804886,532
329,6/1/2012,0,-0.5172,-0.4724,-0.2703,-0.1607,-0.3157,-0.4851,0.2793,0.274,0.0874,-0.0368,0.25053093,532
330,6/1/2012,0,0.2396,-0.4724,-0.2703,0.1684,0.115,-0.1869,0.2793,-0.8081,0.0874,-0.0368,0.249994985,532
331,6/1/2012,0,0.0811,-0.1342,-0.0626,-0.1607,0.115,-0.1869,-0.5711,-0.0379,-0.1737,0.0156,0.249966359,532
332,6/1/2012,0,-0.0549,0.1188,-0.2703,-0.1607,0.115,-0.1869,-0.5711,0.274,-0.1737,-0.0368,0.249635411,532
333,6/1/2012,1,0.2396,0.4227,-0.0626,-0.0148,-0.1101,0.1931,-0.5711,-0.0379,-0.3342,0.0156,0.249460293,532
334,6/1/2012,0,0.5535,0.1188,0.2194,0.1684,0.115,0.1931,-0.5711,-0.8081,-0.3342,0.0156,0.249431651,532
335,6/1/2012,1,-0.2074,-0.4724,0.2194,-0.1607,0.115,-0.7594,-0.5711,-0.0379,-0.1737,0.0156,0.248784258,532
336,6/1/2012,1,-0.2074,-0.4724,0.2194,-0.0148,0.115,-0.9106,-0.5711,-0.0379,-0.1737,0.0156,0.248784258,532
337,6/1/2012,1,0.0811,-0.1342,-0.2703,-0.0148,0.115,-0.7594,-0.5711,0.274,-0.1737,0.0156,0.247394003,532
338,6/1/2012,1,-0.2074,0.4227,-0.0626,-0.1607,-0.1101,-0.1869,-0.5711,-0.0379,0.0874,0.0156,0.247149185,532
339,6/1/2012,0,-0.0549,0.1188,-0.0626,-0.1607,-0.1101,-0.1869,-0.5711,-0.0379,0.0874,0.0156,0.246201334,532
340,6/1/2012,1,-0.2074,-0.3062,0.2194,-0.1607,0.2178,-0.7594,-0.5711,-0.0379,-0.3342,0.0156,0.245933436,532
341,6/1/2012,0,-0.355,-0.3062,-0.2703,-0.1607,0.2178,-0.4851,-0.5711,0.3882,0.0874,0.0156,0.245841617,532
342,6/1/2012,0,-0.2074,0.1188,0.2194,-0.1607,-0.3157,0.1931,-0.5711,-0.1045,0.0874,0.0156,0.245547934,532
343,6/1/2012,0,0.2396,-0.4724,0.2194,-0.0148,-0.1101,-0.1869,-0.5711,-0.0379,-0.3342,0.0156,0.245101565,532
344,6/1/2012,1,-0.355,-0.4724,-0.2703,-0.0148,-0.1101,0.1931,0.2793,-0.0379,0.0874,-0.0368,0.244959497,532
345,6/1/2012,0,-0.5172,-0.1342,-0.2703,0.1684,-0.1101,-0.1869,0.2793,-0.0379,0.0874,-0.0368,0.244817713,533
346,6/1/2012,0,-0.5172,-0.1342,-0.2703,-0.1607,-0.1101,-0.1869,0.2793,-0.0379,0.0874,0.0156,0.244817713,533
347,6/1/2012,0,-0.5172,-0.1342,-0.2703,-0.1607,-0.1101,-0.4851,0.2793,-0.0379,0.0874,-0.0368,0.244817713,533
348,6/1/2012,1,-0.2074,-0.3062,-0.2703,-0.0148,-0.3157,0.1931,0.2793,-0.0379,0.0874,-0.0368,0.244799621,533
349,6/1/2012,0,-0.2074,-0.3062,-0.2703,-0.1607,-0.3157,0.1931,0.2793,-0.0379,0.0874,-0.0368,0.244799621,533
350,6/1/2012,0,-0.2074,-0.3062,-0.2703,-0.1607,-0.3157,0.1931,0.2793,-0.0379,0.0874,-0.0368,0.244799621,533
351,6/1/2012,0,-0.355,-0.4724,0.2194,-0.0148,0.115,-0.9106,-0.5711,0.274,-0.3342,0.0156,0.243876825,533
352,6/1/2012,0,-0.5172,-0.1342,0.2194,-0.1607,0.115,-0.7594,-0.5711,0.274,-0.3342,0.0156,0.243735465,533
353,6/1/2012,0,-0.2074,-0.3062,-0.2703,-0.1607,0.2178,-0.1869,-0.5711,0.274,0.0874,0.0156,0.242997676,533
354,6/1/2012,0,0.2396,0.4227,0.2194,0.1684,-0.1101,0.1931,-0.5711,-0.8081,0.0874,0.0156,0.242142957,533
355,6/1/2012,0,-0.2074,-0.3062,0.2194,-0.1607,-0.1101,-0.4851,-0.5711,-0.1045,0.0874,-0.0368,0.242102438,533
356,6/1/2012,0,-0.5172,-0.4724,0.2194,-0.1607,0.115,-0.9106,-0.5711,0.274,-0.1737,0.0156,0.241753413,533
357,6/1/2012,0,-0.5172,-0.4724,0.2194,-0.1607,0.115,-0.9106,-0.5711,0.274,-0.1737,0.0156,0.241753413,533
358,6/1/2012,0,-0.355,-0.3062,0.2194,-0.1607,0.2178,-0.7594,-0.5711,-0.0379,-0.1737,0.0156,0.241496642,533
359,6/1/2012,0,0.0811,0.1188,-0.0626,-0.1607,0.2178,-0.7594,-0.5711,-0.0379,-0.3342,0.0156,0.240487791,533
360,6/1/2012,0,-0.355,-0.1342,0.2194,-0.0148,-0.1101,-0.9106,-0.5711,-0.0379,0.0874,0.0156,0.240382799,533
361,6/1/2012,0,-0.0549,-0.3062,0.2194,0.1684,0.115,-0.7594,-0.5711,-0.0379,-0.3342,0.0156,0.239762563,533
362,6/1/2012,0,-0.0549,-0.3062,-0.0626,-0.1607,0.115,0.1931,-0.5711,-0.0379,0.0874,-0.0368,0.239375113,533
