SATISFACCION_GLOBAL;VALORACION_COSTE_GLOBAL;VAL_CAL_GLOB;VAL_CAL_PREC;RECOMENDACION;NECESIDAD_CLIENTE;CAPACIDAD_RESOLUCION;PROCESO_ADQUISICION;SATISFACCION_PV;ACCESO_VENDEDOR_PV;DISPONIBILIDAD_PRODUCTOS_PV;ATENCION_PV;ASPECTO_PV;SOLUCION_PV;SAT_TELEFONO_PROPIO;SATISFACCION_GAMA;SAT_CALIDAD_COMUNICACION;COBERTURA_INTERIORES;COBERTURA_EXTERIORES;NITIDEZ;INTERRUPCIONES;INTENTOS_LLAMADA;TIEMPO_CONEXION;SATISFACCION_ROAMING;SATISFACCION_CC;FACILIDAD_ACCESO_CC;CALIDAD_INFORMACION_CC;AMABILIDAD_CC;RAPIDEZ_SOLUCION_CC;SATISFACCION_WEB;SAT_AREA_CLI;SATISFACCION_TIENDA_WEB;SAT_SERV_DAT;VAL_SERV_NAV;SATISFACCION_FACTURA;ACCESIBILIDAD_FACTURA;CLARIDAD_FACTURA;PUNTUALIDAD_FACTURA;ERROR_FACTURA;VALORACION_TARIFAS;VAL_TAR_PERS;VALORACION_PROMOCIONES;VALORACION_RENOVE;VALORACION_INFORMACION;IMAGEN;CONFIANZA_TRATO;FIDELIDAD_CODIGO;ESFUERZO;ANIO;Q;SEXO;operador_agr;EDAD
5;7;6;7;8;;5;6;8;8;7;8;9;8;8;5;6;6;9;9;7;8;8;8;5;2;3;5;7;8;9;9;;;9;8;8;8;2;7;8;5;5;6;7;6;3;;2012;4;Hombre    ;operador E     ;43
10;10;10;8;10;;10;10;10;10;10;10;10;10;5;10;10;10;10;10;10;10;10;;;;;;;;;;10;10;10;10;10;10;2;10;10;10;;2;10;10;9;;2012;3;Hombre    ;operador E     ;50
10;8;9;8;10;;10;8;9;10;9;10;10;9;9;8;10;10;10;9;10;10;8;;;;;;;;;;;10;8;8;8;6;2;10;10;5;;5;8;9;9;;2012;4;Mujer     ;operador E     ;32
7;8;7;5;4;;7;9;6;6;5;6;9;7;9;7;9;9;9;9;9;8;8;;6;2;5;7;9;9;9;9;;9;9;9;7;9;2;7;4;0;0;6;3;3;1;;2012;4;Hombre    ;operador E     ;35
9;5;7;7;9;;10;8;6;8;8;8;9;9;9;9;7;9;9;8;5;7;7;;9;9;9;10;9;8;8;8;7;7;8;8;8;8;2;7;7;5;10;8;9;9;7;;2012;3;Hombre    ;operador E     ;40
8;9;9;9;10;;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;;10;10;10;10;10;;;;10;10;10;10;10;10;2;10;10;10;8;10;10;10;9;;2012;4;Hombre    ;operador E     ;53
7;7;6;8;10;;7;7;5;5;3;8;10;7;0;4;7;7;7;7;7;7;7;;6;8;7;6;7;;;;;7;7;7;7;7;2;8;8;7;5;7;8;7;9;;2012;4;Hombre    ;operador E     ;28
8;6;7;7;8;1;9;8;9;6;7;8;9;9;9;7;7;6;8;5;4;9;7;;;;;;;8;9;8;8;8;8;8;8;8;2;6;7;6;6;7;8;7;7;;2013;2;Hombre    ;operador E     ;20
8;7;9;8;10;;9;8;9;6;9;9;10;9;8;8;5;6;8;10;9;9;10;;8;8;9;8;7;;;;;8;8;7;10;10;2;10;9;8;5;8;8;8;7;;2013;1;Mujer     ;operador E     ;20
8;7;8;5;6;;8;6;9;9;6;10;10;10;10;10;10;10;10;10;10;10;10;;8;6;7;8;9;;;;;;9;9;8;10;1;6;;0;;0;3;5;1;;2013;1;Mujer     ;operador E     ;30
10;6;10;10;10;;10;7;10;10;8;10;10;10;10;8;10;10;10;10;10;10;10;;;;;;;10;10;10;10;10;10;10;10;10;2;10;10;;;0;5;10;9;;2012;4;Mujer     ;operador E     ;44
9;8;10;10;10;;9;10;;;;;;;10;9;9;7;10;10;9;9;8;;;;;;;;;;9;9;8;9;9;10;2;10;10;10;10;9;9;10;9;;2012;3;Mujer     ;operador E     ;29
8;6;6;5;0;2;;8;8;8;8;8;9;8;10;9;4;4;4;9;6;6;8;;7;6;8;7;6;;;;;;10;10;10;10;2;;7;;;0;6;8;5;;2013;2;Hombre    ;operador E     ;33
10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;;;;;;;;;;;10;;;;;10;10;10;10;;10;10;9;10;2012;1;Hombre    ;operador E     ;74
10;5;9;9;9;9;9;9;9;9;9;9;9;9;5;9;7;9;7;9;9;7;7;;9;9;9;9;9;;;;9;;9;;;;;9;9;5;;5;9;9;7;8;2012;1;Hombre    ;operador E     ;42
10;9;9;9;10;1;9;10;9;10;10;10;10;10;8;9;9;9;9;9;9;9;10;5;10;10;9;9;10;9;;9;8;8;10;10;10;10;1;8;9;9;;8;9;9;9;;2013;2;Mujer     ;operador E     ;24
10;8;10;10;10;10;10;8;10;10;10;10;5;10;8;7;10;10;8;10;10;10;10;;10;10;10;10;10;;;;7;10;10;;;;;10;10;10;10;9;10;10;9;10;2012;1;Mujer     ;operador E     ;37
10;8;9;9;10;;10;10;10;8;10;10;10;10;8;8;9;9;9;9;10;10;10;;10;8;10;10;10;;;;9;9;9;9;9;9;2;9;;7;9;9;9;9;9;;2012;4;Hombre    ;operador E     ;41
7;7;7;7;5;;;7;;;;;;;8;7;6;5;7;7;7;6;7;;;;;;;;;;;;7;7;7;7;2;7;;7;;7;7;;7;;2012;3;Hombre    ;operador E     ;48
7;7;4;8;7;6;6;8;9;9;9;9;9;9;8;6;7;7;8;8;7;8;9;;7;7;8;8;8;;;;;0;9;;;;;8;8;8;6;8;7;8;7;8;2012;1;Mujer     ;operador E     ;41
10;10;10;10;7;;8;9;10;10;10;10;10;10;9;0;10;8;10;10;10;9;10;10;10;8;10;10;10;10;10;10;;10;10;10;10;10;2;8;10;10;10;10;10;10;9;;2012;4;Hombre    ;operador E     ;32
8;7;9;5;8;;9;9;10;7;10;10;10;10;10;9;8;10;10;10;10;10;10;;10;8;10;10;10;10;10;;10;;10;10;10;10;2;10;8;8;7;8;10;10;9;;2012;3;Mujer     ;operador E     ;57
8;2;8;5;7;;10;9;6;6;8;6;10;7;10;8;8;7;8;8;9;9;9;;9;1;8;8;9;9;6;9;8;9;9;9;8;7;2;3;3;0;10;6;7;6;3;;2012;4;Hombre    ;operador E     ;18
10;10;10;10;10;;8;10;10;10;10;10;10;10;0;0;10;10;10;10;10;10;10;;10;2;10;10;5;;;;;;10;10;10;10;2;10;;5;;0;10;10;9;;2012;4;Mujer     ;operador E     ;28
10;10;10;10;10;;10;8;9;9;8;10;9;9;9;8;10;10;10;10;10;10;10;;10;9;10;10;9;9;8;10;6;;10;10;10;10;2;10;;8;6;8;9;9;9;;2012;3;Mujer     ;operador E     ;26
8;3;7;3;7;;1;10;3;0;5;9;10;5;10;0;8;8;9;8;8;8;5;;0;0;3;5;5;;;;;5;8;7;8;7;2;3;0;0;0;0;5;7;9;;2012;3;Hombre    ;operador E     ;32
8;8;6;9;10;;8;7;2;5;3;5;9;6;0;3;8;7;8;8;8;9;8;;8;0;5;4;6;8;3;2;;8;8;8;7;10;2;8;8;0;;4;5;6;9;;2013;1;Hombre    ;operador E     ;21
10;8;7;7;10;;10;8;9;7;6;8;10;6;8;9;7;6;9;10;8;10;10;;;;;;;;;;8;;10;8;10;10;2;9;9;0;;8;7;9;9;;2012;3;Hombre    ;operador E     ;24
7;5;6;6;7;;7;6;5;6;6;7;7;7;3;6;7;7;7;7;7;6;6;;6;6;6;6;;7;6;;7;7;7;6;7;6;2;8;8;5;6;6;6;6;7;;2013;1;Mujer     ;operador E     ;20
10;10;10;10;10;;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;;;;;;;;;;;10;10;10;10;10;10;2;10;10;10;10;10;10;10;9;;2013;1;Hombre    ;operador E     ;40
8;10;10;10;10;;10;10;10;8;10;10;10;10;10;10;10;10;10;10;10;10;10;;10;9;10;10;10;;;;10;10;10;10;10;10;2;10;10;10;10;10;10;10;9;;2013;1;Mujer     ;operador E     ;50
10;9;9;8;7;;8;9;8;6;8;9;10;8;7;8;8;8;8;8;7;9;8;;9;6;6;6;7;;;;8;9;9;9;9;9;2;9;9;5;7;6;9;9;9;;2012;4;Mujer     ;operador E     ;51
4;5;6;4;2;;;8;5;10;7;10;10;8;8;5;8;8;9;8;8;9;3;;;;;;;;;;;;8;4;7;8;1;5;5;6;4;7;5;;5;;2012;3;Hombre    ;operador E     ;75
9;9;9;9;10;9;9;10;10;10;10;10;10;10;10;8;10;9;10;9;10;9;8;8;;;;;;;;;;;9;;;;;10;10;;8;8;8;9;9;10;2012;1;Mujer     ;operador E     ;50
8;9;9;8;9;;10;8;9;9;9;9;9;9;9;8;8;7;9;9;10;9;9;;10;7;8;9;9;10;9;10;;8;10;9;10;10;2;10;10;9;9;10;9;10;9;;2012;4;Hombre    ;operador E     ;46
10;5;8;6;10;;0;5;;;;;;;0;10;10;10;10;10;10;10;10;;5;0;5;5;5;10;6;5;5;5;5;5;5;5;2;10;10;10;;5;5;5;9;;2012;3;Mujer     ;operador E     ;24
10;10;10;10;10;;10;8;;;;;;;8;6;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;;8;10;10;10;10;2;10;10;5;7;10;10;10;9;;2012;3;Hombre    ;operador E     ;21
9;8;8;9;9;;8;9;8;7;8;9;10;8;9;9;10;9;9;10;9;10;9;;8;7;8;8;8;9;10;9;9;9;8;8;9;9;2;9;10;9;8;8;9;9;7;;2013;1;Hombre    ;operador E     ;38
10;10;10;10;10;;10;10;10;9;10;10;10;10;10;10;10;10;10;8;10;10;10;;10;10;10;10;10;;;;10;10;10;10;10;10;2;10;10;10;;10;10;10;9;;2012;3;Hombre    ;operador E     ;29
10;8;8;8;10;;10;8;;;;;;;7;9;9;8;10;8;7;7;8;;8;7;7;8;8;7;7;;7;8;7;7;8;8;2;7;8;7;8;7;8;9;9;;2013;1;Mujer     ;operador E     ;56
8;7;7;7;7;1;;7;;;;;;;3;0;8;7;8;8;8;8;8;8;;;;;;;;;;;8;8;8;8;2;8;5;0;;0;6;0;5;;2013;2;Mujer     ;operador E     ;49
8;8;9;8;9;2;9;9;9;9;9;9;9;9;7;8;8;8;8;9;9;9;;;;;;;;;;;8;9;9;9;9;5;1;6;7;5;;;7;9;9;;2013;2;Mujer     ;operador E     ;40
10;8;10;8;10;;10;10;10;7;10;10;10;10;0;10;6;6;8;10;7;9;10;;9;7;10;10;8;;;;;7;8;8;10;0;1;9;8;8;;5;9;10;9;;2012;3;Mujer     ;operador E     ;24
7;8;7;8;8;;6;8;7;5;7;7;10;7;7;8;6;6;8;8;7;8;7;;5;6;7;7;7;;;;;;7;7;8;6;2;7;7;7;;7;8;7;7;;2012;4;Hombre    ;operador E     ;30
10;8;8;10;8;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;;;;;;;;;;;;5;;;;;8;10;10;;6;8;10;5;;2012;1;Mujer     ;operador E     ;26
9;6;9;10;10;;10;10;;;;;;;8;8;10;10;10;10;10;10;10;10;;;;;;;;;10;;10;10;10;10;2;10;10;10;8;10;10;10;9;;2012;3;Hombre    ;operador E     ;43
9;9;8;8;9;1;8;8;9;7;9;8;10;8;7;8;9;8;8;9;8;9;8;6;;;;;;9;;;8;8;8;8;9;9;2;8;9;6;;6;8;8;9;;2013;2;Mujer     ;operador E     ;16
7;8;8;6;8;;7;7;;;;;;;10;8;10;10;10;10;10;10;10;;;;;;;;;;;;9;9;9;9;2;9;;7;;9;9;9;7;;2012;3;Hombre    ;operador E     ;54
7;6;6;6;10;2;10;10;;;;;;;0;10;5;4;8;8;8;5;5;;5;5;5;6;;;;;;;6;6;7;7;2;6;2;5;3;4;7;6;7;;2013;2;Hombre    ;operador E     ;31
8;8;10;7;10;;10;10;8;10;10;8;10;7;7;9;6;6;8;10;8;10;10;;;;;;;8;10;;;;10;7;10;10;2;9;9;7;7;7;7;8;9;;2012;4;Mujer     ;operador E     ;33
4;4;5;5;5;5;6;7;5;8;6;7;8;6;2;0;6;6;7;7;7;7;8;;;;;;;;;;6;6;7;;;;;7;6;2;;0;5;6;3;5;2012;1;Mujer     ;operador E     ;31
5;10;5;8;8;;10;2;;;;;;;4;8;4;10;10;8;8;9;4;;8;8;8;10;10;;;;;10;10;10;10;10;2;10;10;5;10;10;10;10;9;;2013;1;Hombre    ;operador E     ;24
9;7;7;8;9;7;10;9;9;9;;9;10;10;10;9;8;8;9;9;10;10;10;;10;8;9;9;9;9;10;6;8;10;9;;;;;8;7;8;7;9;9;10;9;10;2012;1;Mujer     ;operador E     ;27
7;8;6;8;10;;10;9;10;10;8;10;10;8;7;7;3;4;7;8;10;7;7;;10;10;10;10;10;;;;10;8;10;8;10;10;2;8;8;0;;0;8;8;9;;2012;3;Hombre    ;operador E     ;29
7;7;6;6;7;1;7;7;;;;;;;7;9;6;6;6;7;5;5;8;;7;6;7;9;8;4;4;4;;;8;7;7;7;2;7;7;5;;5;6;7;7;;2013;2;Hombre    ;operador E     ;39
8;7;8;9;10;;6;10;9;7;7;8;10;10;7;7;8;8;8;8;9;8;7;;;;;;;;;;9;8;7;6;8;9;2;8;;3;;2;5;6;9;;2012;3;Mujer     ;operador E     ;53
9;9;10;9;10;2;10;9;9;8;8;9;9;9;9;9;10;9;10;10;10;10;9;;;;;;;;;;;9;9;9;9;9;2;9;10;9;9;9;8;9;9;;2013;2;Mujer     ;operador E     ;46
8;7;7;7;8;;8;6;10;10;10;10;10;10;8;8;8;8;8;10;10;10;10;;10;9;8;8;10;5;8;10;;2;8;8;10;8;2;10;8;2;8;3;8;8;7;;2012;4;Mujer     ;operador E     ;36
10;8;9;8;10;8;9;10;8;10;10;10;10;10;8;9;8;9;9;10;7;10;10;10;;;;;;;;;10;8;10;;;;;10;10;7;;7;9;10;9;9;2012;1;Mujer     ;operador E     ;38
8;6;7;7;10;2;6;7;;;;;;;7;6;8;10;9;7;6;7;8;;;;;;;;;;;;8;7;7;7;2;7;7;6;;5;7;7;7;;2013;2;Mujer     ;operador E     ;42
9;7;9;9;10;2;9;9;;;;;;;9;9;9;9;9;9;9;9;9;;10;10;10;10;10;9;9;;9;10;10;10;10;10;2;9;9;5;9;9;9;9;9;;2013;2;Mujer     ;operador E     ;38
7;7;6;6;7;7;7;8;6;5;5;6;5;6;7;7;6;6;7;7;8;7;6;;5;3;5;6;5;;;;;5;5;;;;;6;;5;;5;6;6;7;5;2012;1;Hombre    ;operador E     ;37
7;6;7;5;4;2;7;7;8;6;9;9;9;8;3;9;7;6;8;8;7;10;8;5;6;4;8;9;7;;;;6;6;4;7;7;8;2;3;4;3;6;7;4;6;1;;2013;2;Hombre    ;operador E     ;19
10;10;10;10;10;2;10;9;9;9;9;9;9;9;10;8;10;10;10;10;10;10;10;;;;;;;;;;;;10;10;10;10;2;10;10;6;;6;10;8;9;;2013;2;Hombre    ;operador E     ;55
6;6;6;5;8;;7;6;7;6;5;7;8;6;9;6;8;7;9;8;8;7;8;;;;;;;6;7;6;;8;6;6;6;9;2;5;7;3;4;2;5;7;9;;2013;1;Mujer     ;operador E     ;47
9;9;9;7;8;;9;7;;;;;;;9;5;8;10;10;7;7;9;7;;8;8;9;10;8;9;6;6;8;;9;7;9;9;2;8;9;9;8;4;8;9;9;;2012;3;Mujer     ;operador E     ;31
10;9;9;8;10;;8;10;;;;;;;8;8;8;7;9;9;8;8;9;;;;;;;;;;8;8;10;8;8;10;2;10;;5;;5;10;10;9;;2012;3;Hombre    ;operador E     ;28
7;6;8;7;8;1;6;6;;;;;;;3;0;4;4;5;6;6;8;7;7;;;;;;;;;;;5;5;5;;2;6;6;5;;3;6;4;7;;2013;2;Mujer     ;operador E     ;28
10;10;10;10;10;10;10;10;10;10;10;10;10;10;7;7;10;10;10;10;10;10;10;;10;10;10;10;10;;;;7;7;8;;;;;10;10;5;;5;10;10;9;10;2012;1;Hombre    ;operador E     ;36
10;9;9;9;10;;10;8;8;8;9;8;10;9;8;6;8;7;9;9;9;10;9;10;;;;;;9;;;;;10;10;10;10;2;10;9;10;6;10;10;10;9;;2012;3;Mujer     ;operador E     ;45
8;7;8;9;9;;9;7;8;8;6;9;9;9;10;0;7;8;7;9;9;7;7;;;;;;;;;;;;8;8;8;7;2;8;9;;5;5;8;8;9;;2013;1;Hombre    ;operador E     ;43
8;9;8;8;9;7;8;7;;;;;;;9;8;6;7;7;9;5;9;9;;;;;;;;;;;10;7;;;;;10;10;7;8;8;7;8;9;8;2012;1;Hombre    ;operador E     ;25
8;9;8;9;8;;8;7;;;;;;;8;7;7;6;7;7;7;7;8;;;;;;;6;7;8;7;7;8;8;7;7;2;8;8;6;;5;7;7;7;;2012;3;Hombre    ;operador E     ;36
8;7;10;8;7;;7;7;;;;;;;5;6;9;7;7;8;7;5;10;4;10;5;6;7;8;6;5;7;;7;8;7;5;7;2;4;1;6;;7;8;6;9;;2013;1;Hombre    ;operador E     ;22
9;10;9;10;10;;7;10;;;;;;;8;8;10;10;10;10;10;10;10;10;8;8;10;10;10;10;8;;;10;10;10;10;10;2;8;8;5;10;5;8;10;9;;2013;1;Mujer     ;operador E     ;41
7;8;9;8;9;2;8;9;;;;;;;9;0;8;7;9;8;7;9;9;;8;8;7;8;8;;;;;;9;8;8;9;2;;9;;;6;5;7;5;;2013;2;Hombre    ;operador E     ;50
8;7;8;7;8;;6;8;;;;;;;9;0;9;8;9;8;6;8;9;;;;;;;;;;;;9;9;9;9;2;7;;5;;6;8;7;7;;2012;3;Hombre    ;operador E     ;38
8;7;9;8;8;;9;9;9;8;8;8;9;8;7;7;9;8;9;9;8;9;10;;2;0;5;6;7;8;9;;;8;10;8;9;8;2;8;8;7;8;9;8;9;9;;2012;3;Hombre    ;operador E     ;47
8;9;9;9;10;1;10;10;10;10;6;10;10;10;6;5;10;10;10;10;10;10;10;;10;6;10;10;8;;;;;7;10;10;10;10;2;5;;5;5;10;10;10;3;;2013;2;Mujer     ;operador E     ;45
9;10;10;10;10;;10;8;9;7;10;10;8;10;9;7;9;9;10;9;10;9;8;;8;7;10;10;8;8;6;;;9;9;9;10;10;2;10;8;5;5;5;9;9;9;;2012;4;Hombre    ;operador E     ;36
5;5;6;5;5;;5;5;5;5;5;5;6;5;5;5;5;6;6;6;6;6;6;;6;6;5;6;5;;;;;;6;6;6;6;2;6;6;5;;6;6;6;9;;2012;3;Mujer     ;operador E     ;57
7;10;8;10;8;;7;10;6;7;8;7;9;8;10;8;7;7;8;9;10;10;9;;6;4;8;9;8;9;8;10;8;6;8;6;6;5;2;8;10;9;10;8;8;9;9;;2012;4;Mujer     ;operador E     ;37
10;8;10;9;10;;8;;;;;;;;9;0;10;6;10;10;10;7;8;;;;;;;;;;8;;10;10;10;10;2;;;7;8;9;9;10;9;;2013;1;Hombre    ;operador E     ;40
6;6;5;5;6;1;7;6;;;;;;;7;3;6;6;6;6;6;6;7;;6;5;5;5;8;6;;;;9;9;8;9;10;2;7;8;;;6;6;5;7;;2013;2;Hombre    ;operador E     ;49
8;8;9;8;9;9;8;8;10;9;10;9;7;10;6;7;7;7;8;8;9;9;8;;9;9;9;9;9;;;;;;8;;;;;9;8;9;;6;9;9;7;8;2012;1;Mujer     ;operador E     ;32
9;6;7;8;10;;7;8;7;8;6;10;10;9;7;6;6;5;8;8;8;9;6;;6;7;8;9;8;3;4;3;5;5;1;3;3;5;2;8;8;3;0;6;9;8;9;;2012;4;Mujer     ;operador E     ;27
5;5;5;2;3;;4;5;;;;;;;7;5;5;5;5;5;5;6;6;;4;4;4;5;5;;;;;;5;5;5;5;2;5;8;5;;5;5;5;7;;2013;1;Hombre    ;operador E     ;28
8;8;9;10;10;;6;10;9;10;8;10;9;10;7;8;10;8;8;9;9;9;9;7;8;4;6;7;8;;;;;9;10;9;10;10;2;10;10;8;;8;8;9;9;;2012;4;Hombre    ;operador E     ;28
8;7;8;8;7;;7;8;7;7;7;6;7;7;7;7;7;7;7;7;7;7;7;;;;;;;;;;7;7;8;8;8;8;2;8;8;8;;8;8;8;9;;2012;3;Hombre    ;operador E     ;23
10;8;10;8;10;;9;9;9;8;9;9;10;10;9;9;9;9;9;9;8;9;10;;9;7;8;10;9;9;9;9;8;8;8;8;8;8;1;8;9;8;8;8;9;10;9;;2013;1;Mujer     ;operador E     ;36
8;10;9;9;10;;10;8;;;;;;;10;6;9;10;9;10;8;10;10;;9;6;9;10;7;8;8;9;9;7;10;10;10;10;2;7;7;5;7;6;8;8;7;;2012;4;Mujer     ;operador E     ;33
9;7;8;8;8;;8;8;;;;;;;9;8;9;8;9;9;8;7;7;;8;7;8;9;8;;;;;8;8;7;8;8;2;9;9;0;;4;7;8;9;;2013;1;Hombre    ;operador E     ;38
9;7;9;8;8;;7;7;;;;;;;6;6;8;7;8;8;8;6;7;;;;;;;6;5;;;;7;7;8;7;2;8;7;4;4;6;7;;7;;2012;3;Mujer     ;operador E     ;33
9;8;8;10;10;1;8;9;;;;;;;10;0;7;10;8;9;8;;8;8;10;9;9;10;8;4;8;4;;9;10;8;9;10;2;10;9;10;;6;10;8;9;;2013;2;Mujer     ;operador E     ;37
8;7;6;7;10;;7;9;;;;;;;10;9;9;9;9;9;9;10;6;;8;7;8;10;7;;;;;;10;8;10;8;2;10;10;9;;6;9;8;9;;2012;4;Hombre    ;operador E     ;25
10;7;10;9;9;10;7;10;10;10;10;10;10;10;8;8;7;6;8;9;9;10;10;;;;;;;10;10;10;;10;10;;;;;10;9;10;;6;7;9;9;1;2012;1;Mujer     ;operador E     ;25
8;9;8;10;9;;8;10;9;8;10;10;10;8;7;9;9;8;9;10;8;9;9;;;;;;;;;;8;10;9;8;7;10;2;9;9;6;6;8;9;10;9;;2012;3;Mujer     ;operador E     ;34
8;8;7;8;7;7;6;8;5;3;3;3;7;3;8;0;8;8;8;8;8;8;8;;;;;;;;;;;8;8;;;;;8;8;5;;5;7;8;9;7;2012;1;Hombre    ;operador E     ;59
8;10;7;8;10;;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;5;5;;;;;;;0;0;;;10;0;5;5;5;1;1;10;8;;8;10;5;9;;2013;1;Mujer     ;operador E     ;35
10;8;8;8;10;;10;10;;;;;;;10;8;8;8;10;10;10;10;10;;;;;;;;;;10;10;10;10;10;10;2;10;10;10;10;8;10;10;9;;2012;4;Hombre    ;operador E     ;29
6;5;7;4;4;;5;5;;;;;;;8;3;4;3;6;6;5;5;4;;5;3;5;6;5;;;;3;2;5;7;7;7;2;5;4;5;2;3;5;5;1;;2013;1;Hombre    ;operador E     ;18
8;9;7;7;6;1;8;10;8;10;10;10;10;10;5;9;5;5;5;8;10;10;10;;;;;;;;;;7;8;10;8;8;8;2;9;9;8;;7;8;8;7;;2013;2;Mujer     ;operador E     ;51
8;7;9;8;10;;7;10;6;5;7;9;10;4;10;8;7;9;9;8;8;10;10;;;;;;;;;;8;;7;7;7;9;2;7;10;3;;2;5;7;7;;2012;3;Mujer     ;operador E     ;50
8;7;8;9;10;2;9;9;7;8;7;9;9;8;7;6;7;7;8;10;7;10;7;;8;6;7;10;8;;;;;7;10;10;10;7;2;10;10;5;7;7;8;9;9;;2013;2;Hombre    ;operador E     ;20
9;9;9;9;9;;10;9;9;9;9;9;9;9;9;7;9;9;9;9;9;9;9;;9;9;9;10;9;;;;;;9;9;9;9;2;9;9;;6;9;9;9;9;;2012;3;Mujer     ;operador E     ;24
7;8;6;7;7;6;7;8;6;6;5;6;6;8;8;5;6;7;7;7;5;4;4;;8;8;8;6;6;7;7;;;6;7;;;;;7;6;4;;5;6;6;3;6;2012;1;Hombre    ;operador E     ;20
7;7;7;7;7;2;7;7;7;7;7;7;7;7;10;7;7;7;7;7;7;7;7;;;;;;;;;;7;;7;7;7;7;2;7;7;7;;7;7;7;3;;2013;2;Hombre    ;operador E     ;48
10;10;10;10;10;;10;10;;;;;;;9;8;8;6;6;8;8;9;9;;;;;;;;;;;;10;10;10;10;2;10;;10;;10;10;10;9;;2013;1;Hombre    ;operador E     ;64
6;10;10;10;10;;10;10;;;;;;;10;10;4;8;10;10;6;10;10;;10;10;10;10;10;;;;;10;10;10;10;10;2;10;;10;;10;10;10;7;;2012;4;Mujer     ;operador E     ;43
7;5;8;8;7;1;7;8;;;;;;;8;6;6;5;7;7;5;5;7;;;;;;;6;;7;;7;8;7;7;8;2;10;10;7;;7;10;8;9;;2013;2;Hombre    ;operador E     ;42
7;6;6;6;5;;5;6;;;;;;;8;7;6;6;7;7;6;6;6;7;6;7;6;7;6;;;;;5;9;8;8;8;2;6;6;6;;7;7;7;7;;2013;1;Mujer     ;operador E     ;31
9;7;8;8;8;8;7;10;10;10;9;10;10;10;10;10;9;9;10;9;8;8;8;8;;;;;;;;;5;8;8;;;;;8;8;8;;7;8;8;9;8;2012;1;Hombre    ;operador E     ;40
10;8;6;8;8;8;5;7;5;4;4;;10;;7;7;10;7;10;10;10;10;9;;2;2;2;;;;;;;;10;;;;;8;;;;;6;6;9;5;2012;1;Mujer     ;operador E     ;31
8;6;7;7;10;2;5;8;8;8;8;8;8;8;5;0;5;5;5;7;6;5;7;;7;4;8;8;;;;;;;7;7;7;7;2;7;7;5;;7;7;7;7;;2013;2;Mujer     ;operador E     ;50
9;9;9;9;10;;9;8;8;7;7;7;10;7;7;8;8;8;8;7;7;6;5;;8;8;10;10;7;8;7;5;8;8;10;7;9;7;2;10;10;8;;8;9;9;9;;2012;3;Hombre    ;operador E     ;37
8;8;9;9;8;7;8;9;8;8;7;7;7;8;9;8;8;8;8;8;9;9;9;;;;;;;9;9;;;;10;;;;;10;10;8;;7;7;8;9;9;2012;1;Mujer     ;operador E     ;26
8;8;10;9;10;;10;10;9;8;9;10;10;8;5;8;10;9;9;10;10;10;8;;10;7;9;10;9;7;8;8;7;8;10;10;10;10;2;10;10;7;7;10;9;10;9;;2012;3;Hombre    ;operador E     ;48
7;8;8;8;9;;9;10;;;;;;;8;7;7;8;6;8;7;9;10;;10;10;10;10;10;;;;;10;9;8;9;9;2;10;10;6;;6;7;8;9;;2012;4;Hombre    ;operador E     ;30
7;8;7;7;9;;7;7;;;;;;;9;9;7;7;7;9;9;9;9;;;;;;;;;;;;8;8;8;8;2;8;8;;;0;7;7;5;;2012;4;Hombre    ;operador E     ;49
7;8;7;8;8;;3;8;;;;;;;8;8;5;5;7;5;3;5;7;;1;0;5;6;3;6;6;7;4;7;7;6;6;8;2;8;8;4;0;6;6;6;7;;2013;1;Hombre    ;operador E     ;39
5;6;4;6;10;;0;10;8;10;10;10;5;10;10;8;8;5;8;10;9;5;4;;0;0;8;8;5;;;;;;0;10;10;0;2;5;4;0;;8;8;7;1;;2013;1;Mujer     ;operador E     ;44
7;7;7;6;7;;8;8;8;8;6;8;10;7;7;6;7;7;7;8;8;8;8;;;;;;;;;;7;;8;8;8;8;2;8;8;;8;8;8;8;9;;2012;3;Hombre    ;operador E     ;57
9;8;10;9;8;9;9;10;10;10;9;10;10;10;8;8;8;10;10;8;8;10;9;;6;6;6;9;8;9;10;8;;8;9;;;;;9;8;5;;6;7;9;9;8;2012;1;Hombre    ;operador E     ;49
8;8;7;5;6;5;8;8;;;;;;;7;6;5;3;5;6;5;5;6;;3;8;4;8;;5;6;7;8;10;9;;;;;8;7;4;5;5;5;5;7;5;2012;1;Hombre    ;operador E     ;32
7;6;6;7;6;6;6;7;7;7;7;7;7;7;7;7;7;6;7;7;7;6;7;;;;;;;;;;6;;7;;;;;6;6;6;;6;6;6;7;6;2012;1;Hombre    ;operador E     ;52
7;8;8;8;9;;7;8;;;;;;;9;7;8;7;9;8;8;9;8;;8;7;8;9;8;9;8;8;7;7;8;10;8;10;1;9;9;0;0;5;8;5;7;;2013;1;Hombre    ;operador E     ;31
