"LUGAR";"MES";"ANIO";"HORA";"HORA_C";"IMP_BOL";"PUNTOS";"DENUNCIANTE";"CALIFICACION";"CAT";"HECHO.BOL";"VEL_LIMITE";"VEL_CIRCULA";"lat";"lon"
"TALAVERA 2, MADRID, SPAIN";10;2015;11.26;11;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4534667;-3.6803898
"M-30 FT K 04,150 CR4, MADRID, SPAIN";11;2015;9.56;9;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";70;75;40.4167754;-3.7037902
"PZ PLATERIA DE MARTINEZ 1, MADRID, SPAIN";6;2015;12.03;12;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4126599;-3.6938232
"LOPE DE RUEDA 18, MADRID, SPAIN";5;2015;19.57;19;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.422205;-3.6775589
"AV PLAZA DE TOROS 13, MADRID, SPAIN";4;2015;19.07;19;200;0;"POLICIA MUNICIPAL";"GRAVE";"ESTACIONAMIENTO";"ESTACIONAR EN CARRIL DE CIRCULACION.";NA;NA;40.3855815;-3.7395815
"AV VENTISQUERO CONDESA 42, MADRID, SPAIN";5;2015;7.2;7;200;4;"AGENTES DE MOVILIDAD";"GRAVE";"SEMÁFORO";"REBASAR UN SEMÁFORO EN FASE ROJA.";NA;NA;40.493782;-3.7169086
"PRADILLO 26, MADRID, SPAIN";1;2016;17.2;17;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4417877;-3.6718654
"PZ GENERAL VARA DE REY 11, MADRID, SPAIN";7;2015;13.58;13;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4095182;-3.7086213
"PO DEL REY 12, MADRID, SPAIN";12;2015;10.08;10;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4962686;-3.6641322
"FUCAR 24, MADRID, SPAIN";2;2015;17.37;17;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4108797;-3.6956752
"LAGASCA 9, MADRID, SPAIN";2;2015;16.47;16;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4219188;-3.6858624
"JOSE CALVO 1, MADRID, SPAIN";11;2015;19.33;19;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.456853;-3.7077606
"FERRER DEL RIO 14, MADRID, SPAIN";7;2015;16.08;16;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4341735;-3.6722131
"PLOMO 17, MADRID, SPAIN";9;2015;19.26;19;200;0;"SER";"GRAVE";"ESTACIONAMIENTO";"ESTACIONAR EN DOBLE FILA.";NA;NA;40.3933745;-3.6904867
"ESPERANZA 12, MADRID, SPAIN";6;2015;10.59;10;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.3988976;-3.7031919
"AYALA 21, MADRID, SPAIN";3;2015;11.49;11;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4278845;-3.6854803
"RUIZ DE ALARCON 25, MADRID, SPAIN";2;2015;9.38;9;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4131759;-3.6913128
"PO CIUDAD DE PLASENCIA 27, MADRID, SPAIN";5;2015;20.13;20;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4167754;-3.7037902
"TRAFALGAR 7, MADRID, SPAIN";9;2015;17.16;17;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4535508;-3.6893114
"MANCEBOS 6, MADRID, SPAIN";6;2015;13.03;13;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4119865;-3.712138
"CAMILO JOSE CELA 25, MADRID, SPAIN";10;2015;14.32;14;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4378696;-3.6679706
"PEDRO RICO, MADRID, SPAIN";2;2015;17.59;17;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4839771;-3.6956465
"PZ SANTA ANA 8, MADRID, SPAIN";6;2015;20.45;20;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.3414313;-3.3815818
"AYALA 11, MADRID, SPAIN";7;2015;13.4;13;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4279544;-3.6869999
"VELAZQUEZ 24, MADRID, SPAIN";6;2015;12.32;12;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4960906;-3.5110011
"M-30 FT K 04,150 CR1, MADRID, SPAIN";5;2015;22.39;22;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";70;75;40.4167754;-3.7037902
"M-30 C-1 KM 0,500 CR-CRA, MADRID, SPAIN";5;2015;3.52;3;300;2;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";90;124;42.8567917;-2.6601429
"PINTOR JUAN GRIS 1, MADRID, SPAIN";7;2015;20.14;20;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4574703;-3.6908277
"MALCAMPO 5, MADRID, SPAIN";5;2015;11.19;11;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN ZONA Y HORARIO DE CARGA Y DESCARGA SIN REALIZAR OPERACIONES CON ESA FINALIDAD.";NA;NA;40.4452091;-3.6748628
"ALCANTARA 60, MADRID, SPAIN";7;2015;18.2;18;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4313078;-3.6734617
"CENICERO 13, MADRID, SPAIN";7;2015;16.15;16;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4099542;-3.6932237
"JACOMETREZO 2, MADRID, SPAIN";12;2015;10.54;10;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4202974;-3.706888
"JAIME EL CONQUISTADOR 10, MADRID, SPAIN";3;2015;13.43;13;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.3977426;-3.6982096
"M-30 XC K 16,530 CR2, MADRID, SPAIN";12;2015;3.46;3;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";70;86;40.4167754;-3.7037902
"CL NUÑEZ DE BALBOA 19, MADRID, SPAIN";12;2015;14.12;14;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4234201;-3.6830263
"OLIVAR 1, MADRID, SPAIN";2;2015;3.1;3;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4121602;-3.7015598
"PZ CASCORRO 6, MADRID, SPAIN";12;2015;14.48;14;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4105609;-3.7071736
"PEZ VOLADOR 5, MADRID, SPAIN";9;2015;11.18;11;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4129951;-3.6688134
"SAN ALEJANDRO 2, MADRID, SPAIN";2;2015;19.58;19;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4046513;-3.7208538
"LEONARDO PRIETO CASTRO SN, MADRID, SPAIN";11;2015;18.55;18;200;0;"POLICIA MUNICIPAL";"GRAVE";"ESTACIONAMIENTO";"ESTACIONAR EN CARRIL DE CIRCULACION.";NA;NA;40.4167754;-3.7037902
"F060 O'DONNELL, MADRID, SPAIN";11;2015;18.01;18;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";70;95;40.4212584;-3.6712067
"M-30 CALZADA 1 KM 25,700, MADRID, SPAIN";12;2015;16.19;16;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";90;97;40.3763542;-3.6424232
"PZ SANTA ANA 8, MADRID, SPAIN";5;2015;1;1;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.3414313;-3.3815818
"CERRO DE LA PLATA 3, MADRID, SPAIN";10;2015;17.07;17;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.3998339;-3.6744854
"PAJARITOS 22, MADRID, SPAIN";8;2015;13.36;13;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.404232;-3.6700584
"JUAN BRAVO 53, MADRID, SPAIN";6;2015;17.49;17;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4325838;-3.6754005
"DONOSO CORTES 24, MADRID, SPAIN";6;2015;10.37;10;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4362438;-3.7080569
"NTRA SRA LUJAN 5, MADRID, SPAIN";3;2015;14.52;14;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4592468;-3.6803887
"BARCELO, MADRID, SPAIN";7;2015;20.45;20;200;3;"POLICIA MUNICIPAL";"GRAVE";"CACHARROS";"UTILIZAR MANUALMENTE PANTALLAS, NAVEGADORES, DISPOSITIVO DE TELEFONIA, SISTEMA DE COMUNICACION O DE DETECCION DE RADAR";NA;NA;40.4267021;-3.7000029
"JOSE ORTEGA Y GASSET 71, MADRID, SPAIN";3;2015;10.4;10;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4299766;-3.6732946
"AV ALFON. XIII 117, MADRID, SPAIN";9;2015;12.13;12;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4596693;-3.6691549
"BALTASAR GRACIAN 4, MADRID, SPAIN";8;2015;13.39;13;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4295969;-3.7104802
"M-30 CALZADA 2 KM 27.000, MADRID, SPAIN";2;2015;15.06;15;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";90;96;40.443297;-3.7049196
"PEZ VOLADOR 2, MADRID, SPAIN";5;2015;17.3;17;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4126504;-3.6690051
"CL ARGUMOSA 2, MADRID, SPAIN";11;2015;16.58;16;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.408239;-3.7001102
"VIA DE DUBLIN 6, MADRID, SPAIN";7;2015;10.25;10;90;0;"POLICIA MUNICIPAL";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4632366;-3.61299
"CL VALLEHERMOSO 45, MADRID, SPAIN";10;2015;14.24;14;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4343607;-3.7087889
"CL EMBAJADORES 7, MADRID, SPAIN";11;2015;10.54;10;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4004754;-3.6987874
"A5 KM 4.0 SALIDA, MADRID, SPAIN";6;2015;16.04;16;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";70;82;40.4529615;-3.5772417
"CARTAGENA 117, MADRID, SPAIN";1;2016;17.45;17;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN ZONA Y HORARIO DE CARGA Y DESCARGA SIN REALIZAR OPERACIONES CON ESA FINALIDAD.";NA;NA;40.4413073;-3.6750079
"VALDERRIBAS 30, MADRID, SPAIN";7;2015;18.07;18;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4004532;-3.6646115
"AV ALFON. XIII 160, MADRID, SPAIN";10;2015;13.12;13;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4603825;-3.6729549
"O'DONNELL 62, MADRID, SPAIN";3;2015;15.17;15;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4202804;-3.6664717
"A II KM 11,200, MADRID, SPAIN";9;2015;15.52;15;500;6;"POLICIA MUNICIPAL";"MUY GRAVE";"OTROS";"CONDUCCION TEMERARIA: ACCEDIENDO A VIA SERVICIO DE LA A II POR SALIDA N II";NA;NA;40.4979488;-3.5208823
"M-30 FT K 04,150 CR4, MADRID, SPAIN";6;2015;13.19;13;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";70;78;40.4167754;-3.7037902
"MAURICIO RAVEL 10, MADRID, SPAIN";6;2015;16.44;16;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4720249;-3.6847617
"M-30 C-1 KM 6,700 CR1, MADRID, SPAIN";9;2015;13.56;13;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";90;96;40.4167754;-3.7037902
"DUQUE DE SESTO 31, MADRID, SPAIN";7;2015;14.1;14;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4225146;-3.6748664
"JOSE ABASCAL 11, MADRID, SPAIN";7;2015;15.53;15;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4386971;-3.7009796
"CASTELLANA 177, MADRID, SPAIN";6;2015;13.02;13;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4627764;-3.6902299
"CASTELLANA 184, MADRID, SPAIN";9;2015;9.26;9;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4613923;-3.6891355
"DOCTOR LETAMENDI 2, MADRID, SPAIN";7;2015;22.15;22;90;0;"POLICIA MUNICIPAL";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR SOBRE LA ACERA.";NA;NA;40.413857;-3.710087
"ALCANTARA 25, MADRID, SPAIN";5;2015;17.04;17;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR POR TIEMPO SUPERIOR A 30 MINUTOS EN ZONA DE CARGA Y DESCARGA DURANTE LAS HORAS FIJADAS PARA SU USO.";NA;NA;40.4281563;-3.6739413
"M-30 C-1 KM 6,700 CR3, MADRID, SPAIN";2;2015;22.51;22;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";90;99;40.4167754;-3.7037902
"CU RAMON 1, MADRID, SPAIN";10;2015;14.57;14;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4167754;-3.7037902
"GENERAL PERON 29, MADRID, SPAIN";5;2015;20.39;20;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4530609;-3.693351
"PLATANO 10, MADRID, SPAIN";2;2015;16.38;16;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4672498;-3.6991693
"URUGUAY 21, MADRID, SPAIN";4;2015;9.53;9;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4553267;-3.6730982
"MODESTO LAFUENTE 20, MADRID, SPAIN";6;2015;13.49;13;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4377512;-3.6961928
"INFANTA MERCEDES 93, MADRID, SPAIN";2;2015;11.31;11;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4626128;-3.6946825
"REINA 39, MADRID, SPAIN";6;2015;11.35;11;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4197143;-3.6976117
"MODESTO LAFUENTE 65, MADRID, SPAIN";2;2015;19.48;19;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4448372;-3.6958632
"DCTOR ESQUERDO 138, MADRID, SPAIN";9;2015;14.56;14;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4055998;-3.6712195
"M-30 FT K 04,150 CR1, MADRID, SPAIN";8;2015;13.15;13;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";70;77;40.4167754;-3.7037902
"VERONICA 11, MADRID, SPAIN";8;2015;9.48;9;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.3029382;-3.7274824
"SERRANO 111, MADRID, SPAIN";3;2015;12.27;12;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4403047;-3.6862704
"PABLO IGLESIAS 4, MADRID, SPAIN";12;2015;19.48;19;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.443094;-3.7053131
"CU VEGA 14, MADRID, SPAIN";5;2015;10.07;10;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4167754;-3.7037902
"PRINCI.VERGARA-AV CONC.ESPINA, MADRID, SPAIN";1;2016;16.01;16;200;0;"AGENTES DE MOVILIDAD";"GRAVE";"OTROS";"EFECTUAR UN CAMBIO DE DIRECCIÓN PROHIBIDO.";NA;NA;40.4167754;-3.7037902
"GENERAL MOSCARDO 27, MADRID, SPAIN";3;2015;15.01;15;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4501909;-3.6969212
"BRETON DE LOS HERREROS 13, MADRID, SPAIN";8;2015;11.19;11;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4397054;-3.6995802
"CARDENAL CISNEROS 22, MADRID, SPAIN";5;2015;10.13;10;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4308366;-3.7018049
"HILERAS 5, MADRID, SPAIN";7;2015;13.15;13;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.416958;-3.7083887
"CL TRES PECES 32, MADRID, SPAIN";1;2016;15.41;15;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4108436;-3.6989582
"LOPE DE RUEDA 5, MADRID, SPAIN";5;2015;11.11;11;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4232652;-3.6772608
