var_provincia;var_sexo;var_tipocontrato;var_grupo_cnae;var_tipojornada;var_antiguedad;salario_bruto_anual_medio;factor_elev
7;mujer;Temporal;J;Tiempo completo;De cinco a diez años;28658.39862;20.62
7;mujer;Temporal;J;Tiempo completo;De dos a cinco años;29931.20618;17.12
7;mujer;Temporal;J;Tiempo completo;Menos de dos años;22331.38739;63.45
7;mujer;Temporal;J;Tiempo parcial;De cinco a diez años;9578.572626;47.28
7;mujer;Temporal;J;Tiempo parcial;Más de diez años;10536.71602;11.82
7;mujer;Temporal;J;Tiempo parcial;Menos de dos años;11812.63559;31.05
7;mujer;Temporal;K;Tiempo completo;Menos de dos años;16352.35696;50.46
7;mujer;Temporal;K;Tiempo parcial;Más de diez años;5011.3;17.45
7;mujer;Temporal;K;Tiempo parcial;Menos de dos años;12200.38462;3.99
7;mujer;Temporal;L;Tiempo completo;De cinco a diez años;14581.84;6.9
7;mujer;Temporal;L;Tiempo completo;Menos de dos años;14572.76677;164.89
7;mujer;Temporal;L;Tiempo parcial;Menos de dos años;11463.145;195.38
7;mujer;Temporal;M;Tiempo completo;De cinco a diez años;25940.52;6.8
7;mujer;Temporal;M;Tiempo completo;De dos a cinco años;24675.9803;24.96
7;mujer;Temporal;M;Tiempo completo;Menos de dos años;14871.5783;411.86
7;mujer;Temporal;M;Tiempo parcial;De dos a cinco años;17723.15259;10.8
7;mujer;Temporal;M;Tiempo parcial;Menos de dos años;4653.724817;302.02
7;mujer;Temporal;N;Tiempo completo;De cinco a diez años;14372.66306;282.28
7;mujer;Temporal;N;Tiempo completo;De dos a cinco años;15078.74777;332.27
7;mujer;Temporal;N;Tiempo completo;Más de diez años;16799.93269;54.2
7;mujer;Temporal;N;Tiempo completo;Menos de dos años;14951.6192;1192.28
7;mujer;Temporal;N;Tiempo parcial;De cinco a diez años;6922.42;268.38
7;mujer;Temporal;N;Tiempo parcial;De dos a cinco años;8253.573841;489.48
7;mujer;Temporal;N;Tiempo parcial;Más de diez años;9785.951057;74.84
7;mujer;Temporal;N;Tiempo parcial;Menos de dos años;7083.369422;2058.08
7;mujer;Temporal;O;Tiempo completo;De cinco a diez años;26764.08531;557.5
7;mujer;Temporal;O;Tiempo completo;De dos a cinco años;24845.17728;514.98
7;mujer;Temporal;O;Tiempo completo;Más de diez años;28140.27675;417.65
7;mujer;Temporal;O;Tiempo completo;Menos de dos años;25456.58591;405.04
7;mujer;Temporal;O;Tiempo parcial;De cinco a diez años;28294.52;63.61
7;mujer;Temporal;O;Tiempo parcial;De dos a cinco años;4880;152.89
7;mujer;Temporal;O;Tiempo parcial;Más de diez años;5239.8;152.89
7;mujer;Temporal;O;Tiempo parcial;Menos de dos años;2710.26;152.89
7;mujer;Temporal;P;Tiempo completo;De dos a cinco años;33506.76;25.68
7;mujer;Temporal;P;Tiempo completo;Más de diez años;33206.53595;59.94
7;mujer;Temporal;P;Tiempo completo;Menos de dos años;17403.13723;125.22
7;mujer;Temporal;P;Tiempo parcial;De cinco a diez años;2773.868954;160.82
7;mujer;Temporal;P;Tiempo parcial;De dos a cinco años;12141.71206;295.24
7;mujer;Temporal;P;Tiempo parcial;Más de diez años;12442.68274;185.27
7;mujer;Temporal;P;Tiempo parcial;Menos de dos años;9247.064129;1381.42
7;mujer;Temporal;Q;Tiempo completo;De cinco a diez años;25882.64609;2074.82
7;mujer;Temporal;Q;Tiempo completo;De dos a cinco años;26293.68118;462.57
7;mujer;Temporal;Q;Tiempo completo;Más de diez años;28936.58139;1370.08
7;mujer;Temporal;Q;Tiempo completo;Menos de dos años;24853.1099;779.3
7;mujer;Temporal;Q;Tiempo parcial;De cinco a diez años;14111.46816;152.42
7;mujer;Temporal;Q;Tiempo parcial;De dos a cinco años;21184.43544;175.66
7;mujer;Temporal;Q;Tiempo parcial;Más de diez años;8283;38.03
7;mujer;Temporal;Q;Tiempo parcial;Menos de dos años;9422.907975;564.47
7;mujer;Temporal;R;Tiempo completo;De cinco a diez años;23387.75099;22.61
7;mujer;Temporal;R;Tiempo completo;De dos a cinco años;11315.95989;16.16
7;mujer;Temporal;R;Tiempo completo;Menos de dos años;13855.57774;221.84
7;mujer;Temporal;R;Tiempo parcial;De dos a cinco años;2520.76;6.43
7;mujer;Temporal;R;Tiempo parcial;Menos de dos años;4660.337075;568.33
7;mujer;Temporal;S;Tiempo completo;De cinco a diez años;17163.57303;60.86
7;mujer;Temporal;S;Tiempo completo;De dos a cinco años;22323.72;37.67
7;mujer;Temporal;S;Tiempo completo;Menos de dos años;18486.25576;282.1
7;mujer;Temporal;S;Tiempo parcial;Menos de dos años;8876.579981;215.95
8;hombre;Indefinido;B;Tiempo completo;De cinco a diez años;44336.74247;388.55
8;hombre;Indefinido;B;Tiempo completo;De dos a cinco años;40596.76955;197.46
8;hombre;Indefinido;B;Tiempo completo;Más de diez años;45038.7476;598.36
8;hombre;Indefinido;B;Tiempo completo;Menos de dos años;31692.71694;65.08
8;hombre;Indefinido;C;Tiempo completo;De cinco a diez años;33290.90724;35321.5
8;hombre;Indefinido;C;Tiempo completo;De dos a cinco años;31105.54289;18364.54
8;hombre;Indefinido;C;Tiempo completo;Más de diez años;37114.19529;82470.85
8;hombre;Indefinido;C;Tiempo completo;Menos de dos años;26725.66902;24810.1
8;hombre;Indefinido;C;Tiempo parcial;De cinco a diez años;13153.85506;518.77
8;hombre;Indefinido;C;Tiempo parcial;De dos a cinco años;8277.821877;412.94
8;hombre;Indefinido;C;Tiempo parcial;Más de diez años;16549.93088;854.65
8;hombre;Indefinido;C;Tiempo parcial;Menos de dos años;9787.353969;1511.89
8;hombre;Indefinido;D;Tiempo completo;De cinco a diez años;37539.78933;223.35
8;hombre;Indefinido;D;Tiempo completo;De dos a cinco años;37897.08084;546.4
8;hombre;Indefinido;D;Tiempo completo;Más de diez años;63901.26027;790.65
8;hombre;Indefinido;D;Tiempo completo;Menos de dos años;30866.1362;278.34
8;hombre;Indefinido;D;Tiempo parcial;Menos de dos años;10551.98875;21.35
8;hombre;Indefinido;E;Tiempo completo;De cinco a diez años;27286.64937;3591.93
8;hombre;Indefinido;E;Tiempo completo;De dos a cinco años;25235.73172;1347.28
8;hombre;Indefinido;E;Tiempo completo;Más de diez años;35537.68161;4519.07
8;hombre;Indefinido;E;Tiempo completo;Menos de dos años;27270.76247;516.22
8;hombre;Indefinido;E;Tiempo parcial;De cinco a diez años;12244.97;17.91
8;hombre;Indefinido;E;Tiempo parcial;De dos a cinco años;12505.83712;54.94
8;hombre;Indefinido;E;Tiempo parcial;Más de diez años;26351.05091;40.19
8;hombre;Indefinido;E;Tiempo parcial;Menos de dos años;19999.10735;49.86
8;hombre;Indefinido;F;Tiempo completo;De cinco a diez años;29035.21465;8561.7
8;hombre;Indefinido;F;Tiempo completo;De dos a cinco años;27599.85343;6046.54
8;hombre;Indefinido;F;Tiempo completo;Más de diez años;31001.61026;10764.17
8;hombre;Indefinido;F;Tiempo completo;Menos de dos años;23823.4896;12276.54
8;hombre;Indefinido;F;Tiempo parcial;De cinco a diez años;9872.134122;102.64
8;hombre;Indefinido;F;Tiempo parcial;De dos a cinco años;12856.12122;638.18
8;hombre;Indefinido;F;Tiempo parcial;Más de diez años;2942.76;440.23
8;hombre;Indefinido;F;Tiempo parcial;Menos de dos años;9571.442625;1305.63
8;hombre;Indefinido;G;Tiempo completo;De cinco a diez años;25717.69169;22258.04
8;hombre;Indefinido;G;Tiempo completo;De dos a cinco años;29653.60019;21958.25
8;hombre;Indefinido;G;Tiempo completo;Más de diez años;36958.24233;48580.27
8;hombre;Indefinido;G;Tiempo completo;Menos de dos años;28564.67257;25096.08
8;hombre;Indefinido;G;Tiempo parcial;De cinco a diez años;10785.56523;840.29
8;hombre;Indefinido;G;Tiempo parcial;De dos a cinco años;10789.53259;1786.77
8;hombre;Indefinido;G;Tiempo parcial;Más de diez años;12933.36998;2623.67
8;hombre;Indefinido;G;Tiempo parcial;Menos de dos años;11909.75297;3268.04
8;hombre;Indefinido;H;Tiempo completo;De cinco a diez años;28489.15394;10433.14
8;hombre;Indefinido;H;Tiempo completo;De dos a cinco años;25605.6442;6884.48
8;hombre;Indefinido;H;Tiempo completo;Más de diez años;35546.26975;21695.29
8;hombre;Indefinido;H;Tiempo completo;Menos de dos años;24805.51693;10203.6
8;hombre;Indefinido;H;Tiempo parcial;De cinco a diez años;16527.94128;629.89
8;hombre;Indefinido;H;Tiempo parcial;De dos a cinco años;9443.251416;743.82
8;hombre;Indefinido;H;Tiempo parcial;Más de diez años;17038.9474;478.04
8;hombre;Indefinido;H;Tiempo parcial;Menos de dos años;12992.38459;1096.06
8;hombre;Indefinido;I;Tiempo completo;De cinco a diez años;25064.62016;4571.18
8;hombre;Indefinido;I;Tiempo completo;De dos a cinco años;21436.71413;2537.48
8;hombre;Indefinido;I;Tiempo completo;Más de diez años;26205.58042;6048.41
8;hombre;Indefinido;I;Tiempo completo;Menos de dos años;20676.45998;11259.03
8;hombre;Indefinido;I;Tiempo parcial;De cinco a diez años;10696.92544;1594.35
8;hombre;Indefinido;I;Tiempo parcial;De dos a cinco años;9966.594596;4135.78
8;hombre;Indefinido;I;Tiempo parcial;Más de diez años;8664.012176;908.97
8;hombre;Indefinido;I;Tiempo parcial;Menos de dos años;9976.822781;5644.53
8;hombre;Indefinido;J;Tiempo completo;De cinco a diez años;38853.84487;7751.86
8;hombre;Indefinido;J;Tiempo completo;De dos a cinco años;34920.59576;4241.57
8;hombre;Indefinido;J;Tiempo completo;Más de diez años;53024.92753;11254.22
8;hombre;Indefinido;J;Tiempo completo;Menos de dos años;29941.73997;9787.73
8;hombre;Indefinido;J;Tiempo parcial;De cinco a diez años;8511.725298;43.67
8;hombre;Indefinido;J;Tiempo parcial;De dos a cinco años;12104.88279;539.48
8;hombre;Indefinido;J;Tiempo parcial;Más de diez años;12007.5925;159.04
8;hombre;Indefinido;J;Tiempo parcial;Menos de dos años;11115.09341;622.84
8;hombre;Indefinido;K;Tiempo completo;De cinco a diez años;41990.86803;3063.18
8;hombre;Indefinido;K;Tiempo completo;De dos a cinco años;38746.5381;1139.46
8;hombre;Indefinido;K;Tiempo completo;Más de diez años;50694.17267;12156.64
8;hombre;Indefinido;K;Tiempo completo;Menos de dos años;42926.59614;3147.08
8;hombre;Indefinido;K;Tiempo parcial;De cinco a diez años;15411.25033;69.02
8;hombre;Indefinido;K;Tiempo parcial;De dos a cinco años;40531.67153;55.72
8;hombre;Indefinido;K;Tiempo parcial;Más de diez años;37755.03906;264.54
8;hombre;Indefinido;K;Tiempo parcial;Menos de dos años;15893.50611;44.06
8;hombre;Indefinido;L;Tiempo completo;De cinco a diez años;38664.64858;1200.25
8;hombre;Indefinido;L;Tiempo completo;De dos a cinco años;26358.78953;911.88
8;hombre;Indefinido;L;Tiempo completo;Más de diez años;44013.20032;708.24
8;hombre;Indefinido;L;Tiempo completo;Menos de dos años;20698.17424;1061.74
8;hombre;Indefinido;L;Tiempo parcial;De dos a cinco años;5212.64;135.7
8;hombre;Indefinido;L;Tiempo parcial;Más de diez años;58716.84;52.21
8;hombre;Indefinido;L;Tiempo parcial;Menos de dos años;11178.43564;313.44
8;hombre;Indefinido;M;Tiempo completo;De cinco a diez años;35791.27504;7763.44
8;hombre;Indefinido;M;Tiempo completo;De dos a cinco años;35666.57273;5562.83
8;hombre;Indefinido;M;Tiempo completo;Más de diez años;43279.72667;9672.78
8;hombre;Indefinido;M;Tiempo completo;Menos de dos años;28992.16313;10403.85
8;hombre;Indefinido;M;Tiempo parcial;De cinco a diez años;30900.33891;1072.85
8;hombre;Indefinido;M;Tiempo parcial;De dos a cinco años;14027.07777;288.13
8;hombre;Indefinido;M;Tiempo parcial;Más de diez años;13830.51824;338.53
8;hombre;Indefinido;M;Tiempo parcial;Menos de dos años;11689.02221;777.66
8;hombre;Indefinido;N;Tiempo completo;De cinco a diez años;23874.18967;9681.2
8;hombre;Indefinido;N;Tiempo completo;De dos a cinco años;29099.41161;7406.39
8;hombre;Indefinido;N;Tiempo completo;Más de diez años;30044.66354;10718.23
8;hombre;Indefinido;N;Tiempo completo;Menos de dos años;22205.006;8129.69
8;hombre;Indefinido;N;Tiempo parcial;De cinco a diez años;10785.53695;894.83
8;hombre;Indefinido;N;Tiempo parcial;De dos a cinco años;8108.222058;1052.31
8;hombre;Indefinido;N;Tiempo parcial;Más de diez años;18717.80366;254.95
8;hombre;Indefinido;N;Tiempo parcial;Menos de dos años;8581.345409;3456.03
8;hombre;Indefinido;O;Tiempo completo;De cinco a diez años;33791.60616;10336.86
8;hombre;Indefinido;O;Tiempo completo;De dos a cinco años;32910.21791;7924.27
8;hombre;Indefinido;O;Tiempo completo;Más de diez años;36403.184;24510.19
8;hombre;Indefinido;O;Tiempo completo;Menos de dos años;41921.56599;502.92
8;hombre;Indefinido;O;Tiempo parcial;De cinco a diez años;22514.29043;397.2
8;hombre;Indefinido;O;Tiempo parcial;Más de diez años;17151.88;39.1
8;hombre;Indefinido;P;Tiempo completo;De cinco a diez años;47282.14709;2754.46
8;hombre;Indefinido;P;Tiempo completo;De dos a cinco años;28524.87935;1078.53
8;hombre;Indefinido;P;Tiempo completo;Más de diez años;37116.1695;6663.47
8;hombre;Indefinido;P;Tiempo completo;Menos de dos años;31163.39477;229.18
8;hombre;Indefinido;P;Tiempo parcial;De cinco a diez años;10329.26865;1832.32
8;hombre;Indefinido;P;Tiempo parcial;De dos a cinco años;20241.43376;573.75
8;hombre;Indefinido;P;Tiempo parcial;Más de diez años;25859.09106;1386.87
8;hombre;Indefinido;P;Tiempo parcial;Menos de dos años;5780.106727;2449.66
8;hombre;Indefinido;Q;Tiempo completo;De cinco a diez años;30902.65295;6369.75
8;hombre;Indefinido;Q;Tiempo completo;De dos a cinco años;22918.54587;2690.97
8;hombre;Indefinido;Q;Tiempo completo;Más de diez años;36914.85001;12633.51
8;hombre;Indefinido;Q;Tiempo completo;Menos de dos años;30216.55428;3344.36
8;hombre;Indefinido;Q;Tiempo parcial;De cinco a diez años;12861.66117;1777.19
8;hombre;Indefinido;Q;Tiempo parcial;De dos a cinco años;10666.77408;1282.01
8;hombre;Indefinido;Q;Tiempo parcial;Más de diez años;21004.7491;1728.45
8;hombre;Indefinido;Q;Tiempo parcial;Menos de dos años;16145.04215;2559.48
8;hombre;Indefinido;R;Tiempo completo;De cinco a diez años;24256.69358;2251.61
8;hombre;Indefinido;R;Tiempo completo;De dos a cinco años;22733.32363;859.84
8;hombre;Indefinido;R;Tiempo completo;Más de diez años;33538.11891;2882.3
8;hombre;Indefinido;R;Tiempo completo;Menos de dos años;27765.32286;1479.8
8;hombre;Indefinido;R;Tiempo parcial;De cinco a diez años;13964.76732;1019.39
8;hombre;Indefinido;R;Tiempo parcial;De dos a cinco años;9674.290939;1025.71
8;hombre;Indefinido;R;Tiempo parcial;Más de diez años;14351.84133;113.12
8;hombre;Indefinido;R;Tiempo parcial;Menos de dos años;7761.932827;1945.35
8;hombre;Indefinido;S;Tiempo completo;De cinco a diez años;26940.56257;2736.81
8;hombre;Indefinido;S;Tiempo completo;De dos a cinco años;32177.23774;966.16
8;hombre;Indefinido;S;Tiempo completo;Más de diez años;31016.39665;2091.37
8;hombre;Indefinido;S;Tiempo completo;Menos de dos años;22471.60806;884.26
8;hombre;Indefinido;S;Tiempo parcial;De cinco a diez años;12611.9781;435.81
8;hombre;Indefinido;S;Tiempo parcial;De dos a cinco años;9428.698902;419.12
8;hombre;Indefinido;S;Tiempo parcial;Más de diez años;12037.90242;541.48
8;hombre;Indefinido;S;Tiempo parcial;Menos de dos años;7217.92286;566.83
8;hombre;Temporal;B;Tiempo completo;Menos de dos años;23634.43168;221.91
8;hombre;Temporal;C;Tiempo completo;De cinco a diez años;24574.14528;269.74
8;hombre;Temporal;C;Tiempo completo;De dos a cinco años;25400.32488;277.08
8;hombre;Temporal;C;Tiempo completo;Más de diez años;35862.95943;111.8
8;hombre;Temporal;C;Tiempo completo;Menos de dos años;22028.98864;9875.07
8;hombre;Temporal;C;Tiempo parcial;De cinco a diez años;10990.04976;399.53
8;hombre;Temporal;C;Tiempo parcial;Más de diez años;7346.451053;1307.34
8;hombre;Temporal;C;Tiempo parcial;Menos de dos años;10301.91679;1259.61
8;hombre;Temporal;D;Tiempo completo;Menos de dos años;23081.04877;249.02
8;hombre;Temporal;D;Tiempo parcial;Más de diez años;18852.94;21.69
8;hombre;Temporal;E;Tiempo completo;De cinco a diez años;23776.46752;31.04
8;hombre;Temporal;E;Tiempo completo;De dos a cinco años;20946.73277;82.85
8;hombre;Temporal;E;Tiempo completo;Más de diez años;15881.06;17.91
8;hombre;Temporal;E;Tiempo completo;Menos de dos años;22912.38064;971.61
8;hombre;Temporal;E;Tiempo parcial;De cinco a diez años;8201.835901;22.59
8;hombre;Temporal;E;Tiempo parcial;De dos a cinco años;13510.63632;16.2
8;hombre;Temporal;E;Tiempo parcial;Más de diez años;8668.92975;263.2
8;hombre;Temporal;E;Tiempo parcial;Menos de dos años;15814.72114;84.82
8;hombre;Temporal;F;Tiempo completo;De cinco a diez años;26481.55268;578.75
8;hombre;Temporal;F;Tiempo completo;De dos a cinco años;29580.91198;299.8
8;hombre;Temporal;F;Tiempo completo;Más de diez años;27847.66;31.83
8;hombre;Temporal;F;Tiempo completo;Menos de dos años;22284.93105;10744.56
8;hombre;Temporal;F;Tiempo parcial;De cinco a diez años;9272.442214;27.67
8;hombre;Temporal;F;Tiempo parcial;De dos a cinco años;9123.76;11.51
8;hombre;Temporal;F;Tiempo parcial;Más de diez años;7722.363859;222.67
8;hombre;Temporal;F;Tiempo parcial;Menos de dos años;11293.22304;1746.45
8;hombre;Temporal;G;Tiempo completo;De dos a cinco años;24647.51285;483.88
8;hombre;Temporal;G;Tiempo completo;Menos de dos años;20101.40123;4239.36
8;hombre;Temporal;G;Tiempo parcial;De cinco a diez años;4568;427.82
8;hombre;Temporal;G;Tiempo parcial;De dos a cinco años;3460;21.91
8;hombre;Temporal;G;Tiempo parcial;Más de diez años;8374.606746;587.3
8;hombre;Temporal;G;Tiempo parcial;Menos de dos años;8117.683456;6801.02
8;hombre;Temporal;H;Tiempo completo;De cinco a diez años;25962.53015;54.72
8;hombre;Temporal;H;Tiempo completo;De dos a cinco años;22179.20574;577.61
8;hombre;Temporal;H;Tiempo completo;Menos de dos años;20192.70421;4044.67
8;hombre;Temporal;H;Tiempo parcial;De cinco a diez años;10614.8009;55.98
8;hombre;Temporal;H;Tiempo parcial;De dos a cinco años;28511.1;138.44
8;hombre;Temporal;H;Tiempo parcial;Más de diez años;6909.346156;1093.26
8;hombre;Temporal;H;Tiempo parcial;Menos de dos años;8709.451265;2162.74
8;hombre;Temporal;I;Tiempo completo;Menos de dos años;17045.3533;4086.82
8;hombre;Temporal;I;Tiempo parcial;De dos a cinco años;5939.956002;23.72
8;hombre;Temporal;I;Tiempo parcial;Más de diez años;6609;23.92
8;hombre;Temporal;I;Tiempo parcial;Menos de dos años;7724.880171;5002.06
8;hombre;Temporal;J;Tiempo completo;De cinco a diez años;13302.365;138.04
8;hombre;Temporal;J;Tiempo completo;De dos a cinco años;13503.58964;151.29
8;hombre;Temporal;J;Tiempo completo;Menos de dos años;17491.45176;3266.32
8;hombre;Temporal;J;Tiempo parcial;Más de diez años;14711.28;31.16
8;hombre;Temporal;J;Tiempo parcial;Menos de dos años;6859.816434;683.36
8;hombre;Temporal;K;Tiempo completo;De dos a cinco años;26077.63;23.59
8;hombre;Temporal;K;Tiempo completo;Menos de dos años;25057.1669;110.09
8;hombre;Temporal;K;Tiempo parcial;De dos a cinco años;9559.25;36.47
8;hombre;Temporal;K;Tiempo parcial;Más de diez años;17978.95297;95.66
8;hombre;Temporal;K;Tiempo parcial;Menos de dos años;13652.51823;120.25
8;hombre;Temporal;L;Tiempo completo;De cinco a diez años;25643.935;20
8;hombre;Temporal;L;Tiempo completo;De dos a cinco años;23523.56336;29.04
8;hombre;Temporal;L;Tiempo completo;Menos de dos años;18983.80579;220.72
8;hombre;Temporal;L;Tiempo parcial;Más de diez años;9600.261376;50.79
8;hombre;Temporal;L;Tiempo parcial;Menos de dos años;7896.442036;366.12
8;hombre;Temporal;M;Tiempo completo;De cinco a diez años;21772.78484;321.07
8;hombre;Temporal;M;Tiempo completo;De dos a cinco años;27976.76176;537.32
8;hombre;Temporal;M;Tiempo completo;Menos de dos años;23805.50046;5237.51
8;hombre;Temporal;M;Tiempo parcial;De cinco a diez años;11215.66437;30.92
8;hombre;Temporal;M;Tiempo parcial;De dos a cinco años;9300.570969;149.89
8;hombre;Temporal;M;Tiempo parcial;Más de diez años;5890.250398;289.85
8;hombre;Temporal;M;Tiempo parcial;Menos de dos años;8727.03238;1193.44
8;hombre;Temporal;N;Tiempo completo;De cinco a diez años;19236.21968;965.76
8;hombre;Temporal;N;Tiempo completo;De dos a cinco años;17986.21348;1360.46
8;hombre;Temporal;N;Tiempo completo;Más de diez años;13298.78;27.11
8;hombre;Temporal;N;Tiempo completo;Menos de dos años;18000.56873;15062.3
8;hombre;Temporal;N;Tiempo parcial;De cinco a diez años;4934.552111;131.99
8;hombre;Temporal;N;Tiempo parcial;De dos a cinco años;12244.37158;296.46
8;hombre;Temporal;N;Tiempo parcial;Más de diez años;8899.652677;322.29
8;hombre;Temporal;N;Tiempo parcial;Menos de dos años;9746.188412;5698.26
8;hombre;Temporal;O;Tiempo completo;De cinco a diez años;28987.56035;1609.77
8;hombre;Temporal;O;Tiempo completo;De dos a cinco años;35778.97128;617.22
8;hombre;Temporal;O;Tiempo completo;Más de diez años;35226.02058;562.71
8;hombre;Temporal;O;Tiempo completo;Menos de dos años;23168.70815;611.31
8;hombre;Temporal;O;Tiempo parcial;De cinco a diez años;15630.17501;1051.83
8;hombre;Temporal;O;Tiempo parcial;De dos a cinco años;9404.789668;62.78
8;hombre;Temporal;O;Tiempo parcial;Más de diez años;17478.104;540.37
8;hombre;Temporal;O;Tiempo parcial;Menos de dos años;13553.51741;1193.66
8;hombre;Temporal;P;Tiempo completo;De cinco a diez años;26247.65078;2093.62
8;hombre;Temporal;P;Tiempo completo;De dos a cinco años;19430.19422;1220.98
8;hombre;Temporal;P;Tiempo completo;Más de diez años;30086.55244;568
8;hombre;Temporal;P;Tiempo completo;Menos de dos años;17020.0337;3157.46
8;hombre;Temporal;P;Tiempo parcial;De cinco a diez años;8673.915593;656.2
8;hombre;Temporal;P;Tiempo parcial;De dos a cinco años;10923.2317;672.97
8;hombre;Temporal;P;Tiempo parcial;Más de diez años;7328.35182;1865.03
8;hombre;Temporal;P;Tiempo parcial;Menos de dos años;8796.379604;3572.28
8;hombre;Temporal;Q;Tiempo completo;De cinco a diez años;38595.13764;856.79
8;hombre;Temporal;Q;Tiempo completo;De dos a cinco años;29549.90991;685.96
8;hombre;Temporal;Q;Tiempo completo;Más de diez años;30463.95973;879.78
8;hombre;Temporal;Q;Tiempo completo;Menos de dos años;21044.66571;3170.44
8;hombre;Temporal;Q;Tiempo parcial;De cinco a diez años;25872.98;42.8
8;hombre;Temporal;Q;Tiempo parcial;De dos a cinco años;21966.4889;455.6
8;hombre;Temporal;Q;Tiempo parcial;Más de diez años;5333.417554;116.28
8;hombre;Temporal;Q;Tiempo parcial;Menos de dos años;11151.97393;1471.11
8;hombre;Temporal;R;Tiempo completo;De cinco a diez años;36647.23813;78.14
8;hombre;Temporal;R;Tiempo completo;De dos a cinco años;18083.24818;109.72
8;hombre;Temporal;R;Tiempo completo;Menos de dos años;19225.69171;517.33
8;hombre;Temporal;R;Tiempo parcial;De dos a cinco años;6125.970976;197.47
8;hombre;Temporal;R;Tiempo parcial;Más de diez años;4679.209485;81.69
8;hombre;Temporal;R;Tiempo parcial;Menos de dos años;7613.055001;2218.53
8;hombre;Temporal;S;Tiempo completo;De cinco a diez años;28322.96035;101.22
8;hombre;Temporal;S;Tiempo completo;De dos a cinco años;14887.47778;529.04
8;hombre;Temporal;S;Tiempo completo;Menos de dos años;18611.2794;689.88
8;hombre;Temporal;S;Tiempo parcial;De cinco a diez años;13729.27359;50.15
8;hombre;Temporal;S;Tiempo parcial;De dos a cinco años;10095.66396;476.62
8;hombre;Temporal;S;Tiempo parcial;Más de diez años;8674.96;15.75
8;hombre;Temporal;S;Tiempo parcial;Menos de dos años;7623.972334;1319.11
8;mujer;Indefinido;B;Tiempo completo;De cinco a diez años;26111.53442;72.97
8;mujer;Indefinido;B;Tiempo completo;De dos a cinco años;32305.06;15.44
8;mujer;Indefinido;B;Tiempo completo;Más de diez años;17555;14.24
8;mujer;Indefinido;B;Tiempo completo;Menos de dos años;66466.85;15.44
8;mujer;Indefinido;C;Tiempo completo;De cinco a diez años;26452.64067;16635.96
8;mujer;Indefinido;C;Tiempo completo;De dos a cinco años;25869.92851;8562.15
8;mujer;Indefinido;C;Tiempo completo;Más de diez años;31449.1484;30943.23
8;mujer;Indefinido;C;Tiempo completo;Menos de dos años;25926.57897;9583.71
8;mujer;Indefinido;C;Tiempo parcial;De cinco a diez años;12840.27994;1391.62
8;mujer;Indefinido;C;Tiempo parcial;De dos a cinco años;12614.17558;1636.82
8;mujer;Indefinido;C;Tiempo parcial;Más de diez años;16845.09664;2883.6
8;mujer;Indefinido;C;Tiempo parcial;Menos de dos años;8169.478392;2620.99
8;mujer;Indefinido;D;Tiempo completo;De cinco a diez años;33886.88179;176.68
8;mujer;Indefinido;D;Tiempo completo;De dos a cinco años;32320.33609;123.38
8;mujer;Indefinido;D;Tiempo completo;Más de diez años;51174.63304;111.26
8;mujer;Indefinido;D;Tiempo completo;Menos de dos años;18942.56761;86.42
8;mujer;Indefinido;E;Tiempo completo;De cinco a diez años;25921.89461;1420.5
8;mujer;Indefinido;E;Tiempo completo;De dos a cinco años;21055.14047;471.93
8;mujer;Indefinido;E;Tiempo completo;Más de diez años;34587.89253;890.79
8;mujer;Indefinido;E;Tiempo completo;Menos de dos años;21392.63498;164.14
8;mujer;Indefinido;E;Tiempo parcial;De cinco a diez años;19382.33469;161.17
8;mujer;Indefinido;E;Tiempo parcial;De dos a cinco años;10065.60003;122.02
8;mujer;Indefinido;E;Tiempo parcial;Más de diez años;23499.60867;52.87
8;mujer;Indefinido;E;Tiempo parcial;Menos de dos años;8636.841528;40.89
8;mujer;Indefinido;F;Tiempo completo;De cinco a diez años;33323.85668;1702.72
8;mujer;Indefinido;F;Tiempo completo;De dos a cinco años;23619.0237;980.62
8;mujer;Indefinido;F;Tiempo completo;Más de diez años;34731.44732;2840.34
8;mujer;Indefinido;F;Tiempo completo;Menos de dos años;20727.19406;920.15
8;mujer;Indefinido;F;Tiempo parcial;De cinco a diez años;12790.65124;299.14
8;mujer;Indefinido;F;Tiempo parcial;De dos a cinco años;15265.61463;666.74
8;mujer;Indefinido;F;Tiempo parcial;Más de diez años;13995.92248;708.91
8;mujer;Indefinido;F;Tiempo parcial;Menos de dos años;6177.083075;1302.21
8;mujer;Indefinido;G;Tiempo completo;De cinco a diez años;21206.88821;26609.56
8;mujer;Indefinido;G;Tiempo completo;De dos a cinco años;24533.4764;18242.19
8;mujer;Indefinido;G;Tiempo completo;Más de diez años;28010.35766;21651.91
8;mujer;Indefinido;G;Tiempo completo;Menos de dos años;21430.57499;23430.53
8;mujer;Indefinido;G;Tiempo parcial;De cinco a diez años;13358.60811;9337.26
8;mujer;Indefinido;G;Tiempo parcial;De dos a cinco años;9647.190479;8132.11
8;mujer;Indefinido;G;Tiempo parcial;Más de diez años;11251.77689;7020.22
8;mujer;Indefinido;G;Tiempo parcial;Menos de dos años;9453.797523;10555.35
8;mujer;Indefinido;H;Tiempo completo;De cinco a diez años;24152.97193;4085.97
8;mujer;Indefinido;H;Tiempo completo;De dos a cinco años;25648.63344;2131.26
